종목코드	6자리코드	종목명	시장구분	상장주식수
3530	003530	한화투자증권	KOSPI	214547775
3535	003535	한화투자증권우	KOSPI	4800000
455310	455310	한화플러스제4호스팩	KOSDAQ	5060000
498390	498390	한화플러스제5호스팩	KOSDAQ	4960000
195870	195870	해성디에스	KOSPI	17000000
34810	034810	해성산업	KOSDAQ	32556857
03481K	03481K	해성산업1우	KOSDAQ	1388922
59270	059270	해성에어로보틱스	KOSDAQ	11165299
76610	076610	해성옵틱스	KOSDAQ	53175440
101530	101530	해태제과식품	KOSPI	29116822
220180	220180	핸디소프트	KOSDAQ	23930842
143210	143210	핸즈코퍼레이션	KOSPI	21875747
900270	900270	헝셩그룹	KOSDAQ	244047040
214180	214180	헥토이노베이션	KOSDAQ	12993367
234340	234340	헥토파이낸셜	KOSDAQ	13970656
84990	084990	헬릭스미스	KOSDAQ	46092797
187660	187660	현대ADM	KOSDAQ	55466253
720	000720	현대건설	KOSPI	111355765
725	000725	현대건설우	KOSPI	1054693
170030	170030	현대공업	KOSDAQ	15340000
453340	453340	현대그린푸드	KOSPI	32819346
86280	086280	현대글로비스	KOSPI	75000000
64350	064350	현대로템	KOSPI	109142293
79430	079430	현대리바트	KOSPI	20535282
12330	012330	현대모비스	KOSPI	90732583
319400	319400	현대무벡스	KOSDAQ	111376039
48410	048410	현대바이오	KOSDAQ	96040960
52260	052260	현대바이오랜드	KOSDAQ	30000000
69960	069960	현대백화점	KOSPI	22628813
4560	004560	현대비앤지스틸	KOSPI	15078811
16790	016790	현대사료	KOSDAQ	188471729
4310	004310	현대약품	KOSPI	32000000
41440	041440	현대에버다임	KOSDAQ	17915944
39010	039010	현대에이치티	KOSDAQ	8625000
17800	017800	현대엘리베이터	KOSPI	39092385
307950	307950	현대오토에버	KOSPI	27423982
11210	011210	현대위아	KOSPI	27195083
90850	090850	현대이지웰	KOSDAQ	23746361
4020	004020	현대제철	KOSPI	133445785
5440	005440	현대지에프홀딩스	KOSPI	155904301
5380	005380	현대차	KOSPI	204757766
5387	005387	현대차2우B	KOSPI	34963930
5389	005389	현대차3우B	KOSPI	2327452
5385	005385	현대차우	KOSPI	23340960
1500	001500	현대차증권	KOSPI	61833044
11760	011760	현대코퍼레이션	KOSPI	13228966
227840	227840	현대코퍼레이션홀딩스	KOSPI	9100836
126560	126560	현대퓨처넷	KOSPI	110202945
1450	001450	현대해상	KOSPI	89400000
57050	057050	현대홈쇼핑	KOSPI	12000000
460930	460930	현대힘스	KOSDAQ	35510671
92300	092300	현우산업	KOSDAQ	18987083
11080	011080	형지I&C	KOSDAQ	42962622
308100	308100	형지글로벌	KOSDAQ	24023008
93240	093240	형지엘리트	KOSPI	61390259
3010	003010	혜인	KOSPI	12712747
111110	111110	호전실업	KOSPI	9376000
8770	008770	호텔신라	KOSPI	39248121
8775	008775	호텔신라우	KOSPI	751879
64240	064240	홈캐스트	KOSDAQ	34694251
39610	039610	화성밸브	KOSDAQ	10410400
378850	378850	화승알앤에이	KOSPI	18993623
241590	241590	화승엔터프라이즈	KOSPI	60589276
6060	006060	화승인더	KOSPI	55320000
13520	013520	화승코퍼레이션	KOSPI	50051252
10690	010690	화신	KOSPI	34920410
126640	126640	화신정공	KOSDAQ	35055910
133820	133820	화인베스틸	KOSPI	37114502
127980	127980	화인써키트	KOSDAQ	11840684
61250	061250	화일약품	KOSDAQ	86515847
10660	010660	화천기계	KOSPI	22000000
850	000850	화천기공	KOSPI	2200000
16580	016580	환인제약	KOSPI	18600070
32560	032560	황금에스티	KOSPI	17000000
4800	004800	효성	KOSPI	16740407
94280	094280	효성ITX	KOSPI	11558200
97870	097870	효성오앤비	KOSDAQ	8490000
298040	298040	효성중공업	KOSPI	9324548
298020	298020	효성티앤씨	KOSPI	4327682
298000	298000	효성화학	KOSPI	3791811
93370	093370	후성	KOSPI	107255330
290270	290270	휴네시온	KOSDAQ	9607672
5870	005870	휴니드	KOSPI	14116015
353190	353190	휴럼	KOSDAQ	39378420
90710	090710	휴림로봇	KOSDAQ	119457197
78590	078590	휴림에이텍	KOSDAQ	84936926
205470	205470	휴마시스	KOSDAQ	129375009
115160	115160	휴맥스	KOSDAQ	43970124
28080	028080	휴맥스홀딩스	KOSDAQ	12577506
175140	175140	휴먼테크놀로지	KOSDAQ	24944253
200670	200670	휴메딕스	KOSDAQ	11229930
79980	079980	휴비스	KOSPI	34500000
65510	065510	휴비츠	KOSDAQ	11485863
5010	005010	휴스틸	KOSPI	56188075
263920	263920	휴엠앤씨	KOSDAQ	9809026
243070	243070	휴온스	KOSDAQ	11979665
84110	084110	휴온스글로벌	KOSDAQ	12659812
145020	145020	휴젤	KOSDAQ GLOBAL	12304033
24060	024060	흥구석유	KOSDAQ	15000000
10240	010240	흥국	KOSDAQ	11706000
189980	189980	흥국에프엔비	KOSDAQ	40137827
540	000540	흥국화재	KOSPI	64242645
545	000545	흥국화재우	KOSPI	768000
3280	003280	흥아해운	KOSPI	240424899
37440	037440	희림	KOSDAQ	13922475
238490	238490	힘스	KOSDAQ	11312236
