종목코드	6자리코드	종목명	시장구분	상장주식수
60310	060310	3S	KOSDAQ	53059040
95570	095570	AJ네트웍스	KOSPI	45252759
6840	006840	AK홀딩스	KOSPI	13247561
54620	054620	APS	KOSDAQ	18394221
265520	265520	AP시스템	KOSDAQ	15050821
211270	211270	AP위성	KOSDAQ	15082304
139050	139050	BF랩스	KOSDAQ	8644551
27410	027410	BGF	KOSPI	95716791
282330	282330	BGF리테일	KOSPI	17283906
126600	126600	BGF에코머티리얼즈	KOSDAQ	62766899
138930	138930	BNK금융지주	KOSPI	310327033
1460	001460	BYC	KOSPI	6246150
1465	001465	BYC우	KOSPI	2153850
83790	083790	CG인바이츠	KOSDAQ	76894182
1040	001040	CJ	KOSPI	29176998
79160	079160	CJ CGV	KOSPI	165582091
35760	035760	CJ ENM	KOSDAQ GLOBAL	21929154
311690	311690	CJ 바이오사이언스	KOSDAQ	13065462
00104K	00104K	CJ4우(전환)	KOSPI	4226512
120	000120	CJ대한통운	KOSPI	22812344
11150	011150	CJ씨푸드	KOSPI	35930773
11155	011155	CJ씨푸드1우	KOSPI	200000
1045	001045	CJ우	KOSPI	2260223
97950	097950	CJ제일제당	KOSPI	15054186
97955	097955	CJ제일제당 우	KOSPI	1327433
51500	051500	CJ프레시웨이	KOSDAQ	11871586
58820	058820	CMG제약	KOSDAQ	147842183
56730	056730	CNT85	KOSDAQ	74111186
480	000480	CR홀딩스	KOSPI	46890490
65770	065770	CS	KOSDAQ	19411130
83660	083660	CSA 코스믹	KOSDAQ	62829459
590	000590	CS홀딩스	KOSPI	1154482
12030	012030	DB	KOSPI	201173933
477760	477760	DB금융스팩12호	KOSDAQ	5840000
5830	005830	DB손해보험	KOSPI	69384000
16610	016610	DB증권	KOSPI	42446389
990	000990	DB하이텍	KOSPI	43504588
99520	099520	DGI	KOSDAQ	45281824
300	000300	DH오토넥스	KOSPI	41437055
290120	290120	DH오토리드	KOSDAQ	15824249
25440	025440	DH오토웨어	KOSDAQ	48781224
1530	001530	DI동일	KOSPI	19729280
15590	015590	DKME	KOSPI	236981544
210	000210	DL	KOSPI	20955884
215	000215	DL우	KOSPI	1686115
375500	375500	DL이앤씨	KOSPI	38693623
37550L	37550L	DL이앤씨2우(전환)	KOSPI	2111951
37550K	37550K	DL이앤씨우	KOSPI	2113885
68790	068790	DMS	KOSDAQ	22570224
7340	007340	DN오토모티브	KOSPI	58510865
4840	004840	DRB동일	KOSPI	19930000
241520	241520	DSC인베스트먼트	KOSDAQ	27000000
155660	155660	DSR	KOSPI	16000000
69730	069730	DSR제강	KOSPI	14400000
17860	017860	DS단석	KOSPI	17584212
180400	180400	DXVX	KOSDAQ	98429432
92780	092780	DYP	KOSPI	13168460
17940	017940	E1	KOSPI	6860000
418620	418620	E8	KOSDAQ	19850477
245620	245620	EDGC	KOSDAQ	138493951
37370	037370	EG	KOSDAQ	8624972
278990	278990	EMB	KONEX	8064777
365550	365550	ESR켄달스퀘어리츠	KOSPI	246089000
50120	050120	ES큐브	KOSDAQ	13564086
383220	383220	F&F	KOSPI	38307075
7700	007700	F&F홀딩스	KOSPI	39114367
214270	214270	FSN	KOSDAQ	43690959
130500	130500	GH신소재	KOSDAQ	14545052
114090	114090	GKL	KOSPI	61855670
900290	900290	GRT	KOSDAQ	80850000
78930	078930	GS	KOSPI	92915378
83450	083450	GST	KOSDAQ	18430000
6360	006360	GS건설	KOSPI	85581490
1250	001250	GS글로벌	KOSPI	82533764
7070	007070	GS리테일	KOSPI	83607415
78935	078935	GS우	KOSPI	1784826
499790	499790	GS피앤엘	KOSPI	19830841
297890	297890	HB솔루션	KOSDAQ	73140914
440290	440290	HB인베스트먼트	KOSDAQ	27506430
78150	078150	HB테크놀러지	KOSDAQ	92715916
225530	225530	HC보광산업	KOSDAQ	36338727
60560	060560	HC홈센타	KOSDAQ	126940008
12630	012630	HDC	KOSPI	59741721
39570	039570	HDC랩스	KOSPI	25957601
89470	089470	HDC현대EP	KOSPI	31900000
294870	294870	HDC현대산업개발	KOSPI	65907330
267270	267270	HD건설기계	KOSPI	47974118
9540	009540	HD한국조선해양	KOSPI	70773116
267250	267250	HD현대	KOSPI	78993085
443060	443060	HD현대마린솔루션	KOSPI	44831335
71970	071970	HD현대마린엔진	KOSPI	33921495
322000	322000	HD현대에너지솔루션	KOSPI	11200000
267260	267260	HD현대일렉트릭	KOSPI	36047135
329180	329180	HD현대중공업	KOSPI	104961225
376270	376270	HEM파마	KOSDAQ	7181727
97230	097230	HJ중공업	KOSPI	90295344
195940	195940	HK이노엔	KOSDAQ GLOBAL	28329891
14790	014790	HL D&I	KOSPI	37858601
28300	028300	HLB	KOSDAQ	133117504
3580	003580	HLB글로벌	KOSPI	50663505
278650	278650	HLB바이오스텝	KOSDAQ	87005539
67630	067630	HLB생명과학	KOSDAQ	121917058
24850	024850	HLB이노베이션	KOSDAQ	147476833
187420	187420	HLB제넥스	KOSDAQ	29202968
47920	047920	HLB제약	KOSDAQ	32799356
115450	115450	HLB테라퓨틱스	KOSDAQ	84382263
46210	046210	HLB파나진	KOSDAQ	45470654
196300	196300	HLB펩	KOSDAQ	9293398
204320	204320	HL만도	KOSPI	46957120
60980	060980	HL홀딩스	KOSPI	9213477
11200	011200	HMM	KOSPI	943237970
403870	403870	HPSP	KOSDAQ GLOBAL	83999120
36640	036640	HRS	KOSDAQ	16354800
35000	035000	HS애드	KOSPI	16207644
2460	002460	HS화성	KOSPI	10150000
487570	487570	HS효성	KOSPI	3725927
298050	298050	HS효성첨단소재	KOSPI	4479948
467930	467930	IBKS제23호스팩	KOSDAQ	4230000
469480	469480	IBKS제24호스팩	KOSDAQ	4230000
0099X0	0099X0	IBKS제25호스팩	KOSDAQ	5980000
15360	015360	INVENI	KOSPI	5700000
95340	095340	ISC	KOSDAQ GLOBAL	21197058
175330	175330	JB금융지주	KOSPI	189884601
950170	950170	JTC	KOSDAQ	51746348
234080	234080	JW생명과학	KOSPI	15834554
67290	067290	JW신약	KOSDAQ	56037103
1060	001060	JW중외제약	KOSPI	23285930
1067	001067	JW중외제약2우B	KOSPI	209973
1065	001065	JW중외제약우	KOSPI	341951
96760	096760	JW홀딩스	KOSPI	73924942
35900	035900	JYP Ent.	KOSDAQ GLOBAL	35532492
318000	318000	KBG	KOSDAQ	8740223
8970	008970	KBI동양철관	KOSPI	103766907
24840	024840	KBI메탈	KOSDAQ	34909199
105560	105560	KB금융	KOSPI	372850455
415640	415640	KB발해인프라	KOSPI	122545548
432320	432320	KB스타리츠	KOSPI	101414285
24120	024120	KB오토시스	KOSDAQ	11500000
464680	464680	KB제27호스팩	KOSDAQ	12905000
478390	478390	KB제29호스팩	KOSDAQ	6220000
486630	486630	KB제30호스팩	KOSDAQ	5310000
492220	492220	KB제31호스팩	KOSDAQ	6210000
0037T0	0037T0	KB제32호스팩	KOSDAQ	6330000
0072Z0	0072Z0	KB제33호스팩	KOSDAQ	7885000
2380	002380	KCC	KOSPI	8886471
21320	021320	KCC건설	KOSDAQ	21400000
344820	344820	KCC글라스	KOSPI	15970512
9070	009070	KCTC	KOSPI	30000000
9440	009440	KC그린홀딩스	KOSPI	23239141
112190	112190	KC산업	KONEX	27204889
119650	119650	KC코트렐	KOSPI	109785309
44180	044180	KD	KOSDAQ	26717799
92220	092220	KEC	KOSPI	200763141
46440	046440	KG모빌리언스	KOSDAQ	38010802
3620	003620	KG모빌리티	KOSPI	202374912
16380	016380	KG스틸	KOSPI	100008897
151860	151860	KG에코솔루션	KOSDAQ	47603002
35600	035600	KG이니시스	KOSDAQ	27554434
1390	001390	KG케미칼	KOSPI	67233030
60720	060720	KH바텍	KOSDAQ	23677442
1940	001940	KISCO홀딩스	KOSPI	14176380
58400	058400	KNN	KOSDAQ	132429720
25000	025000	KPX케미칼	KOSPI	4378709
92230	092230	KPX홀딩스	KOSPI	4224646
40	000040	KR모터스	KOSPI	86375184
44450	044450	KSS해운	KOSPI	23085880
101000	101000	KS인더스트리	KOSDAQ	33446802
30200	030200	KT	KOSPI	252021685
33780	033780	KT&G	KOSPI	117976645
58850	058850	KTcs	KOSPI	42685000
58860	058860	KTis	KOSPI	34802000
89600	089600	KT나스미디어	KOSDAQ	11568163
418470	418470	KT밀리의서재	KOSDAQ	8565789
43610	043610	KT지니뮤직	KOSDAQ	58115438
122450	122450	KX	KOSDAQ	44819834
52900	052900	KX하이텍	KOSDAQ	65374456
36560	036560	KZ정밀	KOSDAQ	15750000
61970	061970	LB세미콘	KOSDAQ	58083006
309960	309960	LB인베스트먼트	KOSDAQ	23217239
93050	093050	LF	KOSPI	29240000
3550	003550	LG	KOSPI	154221585
34220	034220	LG디스플레이	KOSPI	500000000
51900	051900	LG생활건강	KOSPI	15302459
51905	051905	LG생활건강우	KOSPI	2099697
64400	064400	LG씨엔에스	KOSPI	96885948
373220	373220	LG에너지솔루션	KOSPI	234000000
3555	003555	LG우	KOSPI	3011199
32640	032640	LG유플러스	KOSPI	429828355
11070	011070	LG이노텍	KOSPI	23667107
66570	066570	LG전자	KOSPI	162886387
66575	066575	LG전자우	KOSPI	17185992
37560	037560	LG헬로비전	KOSPI	77446865
51910	051910	LG화학	KOSPI	70592343
51915	051915	LG화학우	KOSPI	7688800
79550	079550	LIG넥스원	KOSPI	22000000
225190	225190	LK삼양	KOSDAQ	70468440
6260	006260	LS	KOSPI	31700000
10120	010120	LS ELECTRIC	KOSPI	30000000
680	000680	LS네트웍스	KOSPI	78803016
60370	060370	LS마린솔루션	KOSDAQ	52238854
417200	417200	LS머트리얼즈	KOSDAQ	67652659
229640	229640	LS에코에너지	KOSPI	30624879
78020	078020	LS증권	KOSDAQ	55481190
322180	322180	LS티라유텍	KOSDAQ	20921984
108320	108320	LX세미콘	KOSPI	16264300
1120	001120	LX인터내셔널	KOSPI	38760000
108670	108670	LX하우시스	KOSPI	8967670
108675	108675	LX하우시스우	KOSPI	1032330
383800	383800	LX홀딩스	KOSPI	76280690
38380K	38380K	LX홀딩스1우	KOSPI	1465285
476080	476080	M83	KOSDAQ	8073000
86960	086960	MDS테크	KOSDAQ	101658540
23150	023150	MH에탄올	KOSPI	7378526
35420	035420	NAVER	KOSPI	156852638
160550	160550	NEW	KOSDAQ	27906106
53290	053290	NE능률	KOSDAQ	16526307
181710	181710	NHN	KOSPI	32753139
60250	060250	NHN KCP	KOSDAQ	40160611
104200	104200	NHN벅스	KOSDAQ	14827550
400760	400760	NH올원리츠	KOSPI	54929275
5940	005940	NH투자증권	KOSPI	356344369
5945	005945	NH투자증권우	KOSPI	18870968
338100	338100	NH프라임리츠	KOSPI	18660000
34310	034310	NICE	KOSPI	36757157
63570	063570	NICE인프라	KOSDAQ	34147728
30190	030190	NICE평가정보	KOSPI	58911527
8260	008260	NI스틸	KOSPI	28600117
4250	004250	NPC	KOSPI	36720000
4255	004255	NPC우	KOSPI	5280000
222160	222160	NPX	KOSDAQ	9894439
456040	456040	OCI	KOSPI	8952495
10060	010060	OCI홀딩스	KOSPI	18670232
178920	178920	PI첨단소재	KOSPI	29366322
1340	001340	PKC	KOSPI	44918407
24940	024940	PN풍년	KOSDAQ	10000000
5490	005490	POSCO홀딩스	KOSPI	80932952
332570	332570	PS일렉트로닉스	KOSDAQ	43226552
218410	218410	RFHIC	KOSDAQ	26503442
327260	327260	RF머트리얼즈	KOSDAQ	8441135
474610	474610	RF시스템즈	KOSDAQ	13752093
91340	091340	S&K폴리텍	KOSDAQ	11703721
10950	010950	S-Oil	KOSPI	112582792
10955	010955	S-Oil우	KOSPI	4021927
419530	419530	SAMG엔터	KOSDAQ	9824515
19550	019550	SBI인베스트먼트	KOSDAQ	162066575
34120	034120	SBS	KOSPI	18551238
3080	003080	SB성보	KOSPI	20020000
246960	246960	SCL사이언스	KOSDAQ	34017047
99220	099220	SDN	KOSDAQ	64944350
36540	036540	SFA반도체	KOSDAQ	164460303
255220	255220	SG	KOSDAQ	103947752
40610	040610	SG&G	KOSDAQ	34087196
184230	184230	SGA솔루션즈	KOSDAQ	88776993
16250	016250	SGC E&C	KOSDAQ	5036986
5090	005090	SGC에너지	KOSPI	14409333
1380	001380	SG글로벌	KOSPI	44964143
4060	004060	SG세계물산	KOSPI	202424960
1770	001770	SHD	KOSPI	1214878
2360	002360	SH에너지화학	KOSPI	111133730
9160	009160	SIMPAC	KOSPI	65370968
33530	033530	SJG세종	KOSPI	27820961
123700	123700	SJM	KOSPI	15604898
25530	025530	SJM홀딩스	KOSPI	14934008
34730	034730	SK	KOSPI	72502703
357880	357880	SKAI	KOSDAQ	46899018
11790	011790	SKC	KOSPI	37868298
18670	018670	SK가스	KOSPI	9245244
1740	001740	SK네트웍스	KOSPI	221277902
6120	006120	SK디스커버리	KOSPI	18347855
6125	006125	SK디스커버리우	KOSPI	1312455
210980	210980	SK디앤디	KOSPI	18617382
395400	395400	SK리츠	KOSPI	301017620
302440	302440	SK바이오사이언스	KOSPI	78434701
326030	326030	SK바이오팜	KOSPI	78313250
402340	402340	SK스퀘어	KOSPI	132087115
260870	260870	SK시그넷	KONEX	21674747
361610	361610	SK아이이테크놀로지	KOSPI	81787100
100090	100090	SK오션플랜트	KOSPI	62478129
03473K	03473K	SK우	KOSPI	566135
96770	096770	SK이노베이션	KOSPI	169052788
96775	096775	SK이노베이션우	KOSPI	1248426
475150	475150	SK이터닉스	KOSPI	33754042
1510	001510	SK증권	KOSPI	472590171
1515	001515	SK증권우	KOSPI	3912514
285130	285130	SK케미칼	KOSPI	17298766
28513K	28513K	SK케미칼우	KOSPI	2115429
17670	017670	SK텔레콤	KOSPI	214790053
660	000660	SK하이닉스	KOSPI	728002365
48550	048550	SM C&C	KOSDAQ	96714620
63440	063440	SM Life Design	KOSDAQ	46029154
3570	003570	SNT다이내믹스	KOSPI	33252697
64960	064960	SNT모티브	KOSPI	26540272
100840	100840	SNT에너지	KOSPI	20680783
36530	036530	SNT홀딩스	KOSPI	16303886
67160	067160	SOOP	KOSDAQ GLOBAL	11494767
5610	005610	SPC삼립	KOSPI	8629009
11810	011810	STX	KOSPI	31017927
465770	465770	STX그린로지스	KOSPI	7171032
77970	077970	STX엔진	KOSPI	40148063
2820	002820	SUN&L	KOSPI	12607989
289080	289080	SV인베스트먼트	KOSDAQ	54316322
84870	084870	TBH글로벌	KOSPI	20856819
2710	002710	TCC스틸	KOSPI	26213697
13720	013720	THE CUBE&	KOSDAQ	60828143
89230	089230	THE E&M	KOSDAQ	30512953
32540	032540	TJ미디어	KOSDAQ	13931609
69260	069260	TKG휴켐스	KOSPI	40878588
7980	007980	TP	KOSPI	51175130
48770	048770	TPC	KOSDAQ	15697991
246690	246690	TS인베스트먼트	KOSDAQ	44671615
317240	317240	TS트릴리온	KOSDAQ	141188722
2900	002900	TYM	KOSPI	41400000
24070	024070	WISCOM	KOSPI	15326438
57030	057030	YBM넷	KOSDAQ	16312697
37270	037270	YG PLUS	KOSPI	63663110
40300	040300	YTN	KOSDAQ	47676980
51390	051390	YW	KOSDAQ	11355368
52220	052220	iMBC	KOSDAQ	23000000
139130	139130	iM금융지주	KOSPI	160624583
79940	079940	가비아	KOSDAQ	13420684
78890	078890	가온그룹	KOSDAQ	18424943
500	000500	가온전선	KOSPI	16543115
399720	399720	가온칩스	KOSDAQ	11600420
296520	296520	가이아코퍼레이션	KONEX	4667008
36620	036620	감성코퍼레이션	KOSDAQ	90503771
860	000860	강남제비스코	KOSPI	13000000
198440	198440	강동씨앤엘	KOSDAQ	60931896
217730	217730	강스템바이오텍	KOSDAQ	94054149
35250	035250	강원랜드	KOSPI	213940500
114190	114190	강원에너지	KOSDAQ	26123038
94480	094480	갤럭시아머니트리	KOSDAQ	39229838
11420	011420	갤럭시아에스엠	KOSPI	27549644
39240	039240	경남스틸	KOSDAQ	26979604
53950	053950	경남제약	KOSDAQ	78147358
2100	002100	경농	KOSPI	19522575
9450	009450	경동나비엔	KOSPI	14568592
267290	267290	경동도시가스	KOSPI	5895406
12320	012320	경동인베스트	KOSPI	2365023
11040	011040	경동제약	KOSDAQ	30768766
50	000050	경방	KOSPI	27415270
214390	214390	경보제약	KOSPI	23906860
12610	012610	경인양행	KOSPI	41616365
9140	009140	경인전자	KOSPI	1570797
24910	024910	경창산업	KOSDAQ	35819005
13580	013580	계룡건설	KOSPI	8930907
12200	012200	계양전기	KOSPI	27222829
12205	012205	계양전기우	KOSPI	1169079
2140	002140	고려산업	KOSPI	24939425
49720	049720	고려신용정보	KOSDAQ	14300000
10130	010130	고려아연	KOSPI	20872969
2240	002240	고려제강	KOSPI	27000000
14570	014570	고려제약	KOSDAQ	11000000
348150	348150	고바이오랩	KOSDAQ	19418889
950190	950190	고스트스튜디오	KOSDAQ	13017059
98460	098460	고영	KOSDAQ	68654755
35290	035290	골드앤에스	KOSDAQ	23838240
215000	215000	골프존	KOSDAQ GLOBAL	6275415
121440	121440	골프존홀딩스	KOSDAQ	42836818
366030	366030	공구우먼	KOSDAQ	22653850
9290	009290	광동제약	KOSPI	49799808
86220	086220	광동헬스바이오	KONEX	12687865
17040	017040	광명전기	KOSPI	43337615
29480	029480	광무	KOSDAQ	61879864
17900	017900	광전자	KOSPI	57943763
37710	037710	광주신세계	KOSPI	7957190
26910	026910	광진실업	KOSDAQ	6405405
465320	465320	교보15호스팩	KOSDAQ	3810000
482520	482520	교보16호스팩	KOSDAQ	6100000
489210	489210	교보17호스팩	KOSDAQ	5180000
0041B0	0041B0	교보18호스팩	KOSDAQ	5040000
0098T0	0098T0	교보19호스팩	KOSDAQ	5400000
30610	030610	교보증권	KOSPI	113962961
339770	339770	교촌에프앤비	KOSPI	49965080
53270	053270	구영테크	KOSDAQ	27410405
7690	007690	국도화학	KOSPI	9260832
66620	066620	국보디자인	KOSDAQ	7500000
43650	043650	국순당	KOSDAQ	17858304
6050	006050	국영지앤엠	KOSDAQ	34895243
60480	060480	국일신동	KOSDAQ	11090000
78130	078130	국일제지	KOSDAQ	1127405871
307750	307750	국전약품	KOSDAQ	50176380
2720	002720	국제약품	KOSPI	21159832
35080	035080	그래디언트	KOSDAQ	13676598
318060	318060	그래피	KOSDAQ	11127777
453450	453450	그리드위즈	KOSDAQ	7942750
204020	204020	그리티	KOSDAQ	19450832
0015G0	0015G0	그린광학	KOSDAQ	11702541
402490	402490	그린리소스	KOSDAQ	16565488
114450	114450	그린생명과학	KOSDAQ	20000000
83420	083420	그린케미칼	KOSPI	24000000
186230	186230	그린플러스	KOSDAQ	10920188
14530	014530	극동유화	KOSPI	34869420
900070	900070	글로벌에스엠	KOSDAQ	53743968
204620	204620	글로벌텍스프리	KOSDAQ	70283330
19660	019660	글로본	KOSDAQ	13944333
14280	014280	금강공업	KOSPI	29329357
14285	014285	금강공업우	KOSPI	589875
53260	053260	금강철강	KOSDAQ	18720000
8870	008870	금비	KOSPI	1000000
1570	001570	금양	KOSPI	63967196
282720	282720	금양그린파워	KOSDAQ	12119500
2990	002990	금호건설	KOSPI	36996760
2995	002995	금호건설우	KOSPI	292266
11780	011780	금호석유화학	KOSPI	26031742
11785	011785	금호석유화학우	KOSPI	3023486
214330	214330	금호에이치티	KOSPI	218046510
1210	001210	금호전기	KOSPI	61553997
73240	073240	금호타이어	KOSPI	287260287
36190	036190	금화피에스시	KOSDAQ	6000000
49080	049080	기가레인	KOSDAQ	84883347
420770	420770	기가비스	KOSDAQ	12675758
35460	035460	기산텔레콤	KOSDAQ	14577340
92440	092440	기신정기	KOSPI	29200000
270	000270	기아	KOSPI	390412998
24110	024110	기업은행	KOSPI	797425869
13700	013700	까뮤이앤씨	KOSPI	59750830
4540	004540	깨끗한나라	KOSPI	37240693
4545	004545	깨끗한나라우	KOSPI	366160
407400	407400	꿈비	KOSDAQ	14634534
187790	187790	나노	KOSDAQ	30840830
121600	121600	나노신소재	KOSDAQ	12211191
286750	286750	나노실리칸첨단소재	KOSDAQ	32028857
247660	247660	나노씨엠에스	KOSDAQ	4343920
39860	039860	나노엔텍	KOSDAQ	38093053
91970	091970	나노캠텍	KOSDAQ	37673903
417010	417010	나노팀	KOSDAQ	20172728
244880	244880	나눔테크	KONEX	5020000
405920	405920	나라셀라	KOSDAQ	12878076
478340	478340	나라스페이스테크놀로지	KOSDAQ	11533591
51490	051490	나라엠앤디	KOSDAQ	14200000
137080	137080	나래나노텍	KOSDAQ	11059422
190510	190510	나무가	KOSDAQ	14045317
242040	242040	나무기술	KOSDAQ	34606264
293580	293580	나우IB	KOSDAQ	94929950
459510	459510	나우로보틱스	KOSDAQ	12955382
257990	257990	나우코스	KONEX	5891392
138610	138610	나이벡	KOSDAQ	11365904
130580	130580	나이스디앤비	KOSDAQ	15400000
36800	036800	나이스정보통신	KOSDAQ	10000000
267320	267320	나인테크	KOSDAQ	57415295
1260	001260	남광토건	KOSPI	9832572
8350	008350	남선알미늄	KOSPI	129079090
8355	008355	남선알미우	KOSPI	307890
4270	004270	남성	KOSPI	36212160
3920	003920	남양유업	KOSPI	6000000
3925	003925	남양유업우	KOSPI	2000000
25860	025860	남해화학	KOSPI	49678843
111710	111710	남화산업	KOSDAQ	20588000
91590	091590	남화토건	KOSDAQ	11740000
168330	168330	내츄럴엔도텍	KOSDAQ	31754900
94860	094860	네오리진	KOSDAQ	25110014
253590	253590	네오셈	KOSDAQ	43869164
212560	212560	네오오토	KOSDAQ	11812241
95660	095660	네오위즈	KOSDAQ	21856816
42420	042420	네오위즈홀딩스	KOSDAQ	8366283
950220	950220	네오이뮨텍	KOSDAQ	167638405
311390	311390	네오크레마	KOSDAQ	12653789
85910	085910	네오티스	KOSDAQ	13934818
92730	092730	네오팜	KOSDAQ	16027989
290660	290660	네오펙트	KOSDAQ	76457476
153460	153460	네이블	KOSDAQ	6530014
7390	007390	네이처셀	KOSDAQ	64435056
33640	033640	네패스	KOSDAQ	23059202
330860	330860	네패스아크	KOSDAQ	12184045
351320	351320	넥사다이내믹스	KOSDAQ	28823752
5720	005720	넥센	KOSPI	53543977
5725	005725	넥센우	KOSPI	3600600
2350	002350	넥센타이어	KOSPI	97667877
2355	002355	넥센타이어1우B	KOSPI	6500000
89140	089140	넥스턴앤롤코리아	KOSDAQ	14916234
389650	389650	넥스트바이오메디컬	KOSDAQ	8203886
137940	137940	넥스트아이	KOSDAQ	85368992
396270	396270	넥스트칩	KOSDAQ	32868531
348210	348210	넥스틴	KOSDAQ GLOBAL	10477005
92790	092790	넥스틸	KOSPI	26002000
225570	225570	넥슨게임즈	KOSDAQ	65860174
205500	205500	넥써쓰	KOSDAQ	61419792
217270	217270	넵튠	KOSDAQ	46735643
251270	251270	넷마블	KOSPI	85953502
317860	317860	노드메이슨	KONEX	4513215
104620	104620	노랑풍선	KOSDAQ	16810552
90350	090350	노루페인트	KOSPI	20000000
90355	090355	노루페인트우	KOSPI	463126
320	000320	노루홀딩스	KOSPI	13291151
325	000325	노루홀딩스우	KOSPI	243559
473980	473980	노머스	KOSDAQ	11057322
194700	194700	노바렉스	KOSDAQ	18754848
285490	285490	노바텍	KOSDAQ	10575831
145170	145170	노브랜드	KOSDAQ	16908405
229500	229500	노브메타파마	KONEX	12709734
106520	106520	노블엠앤비	KOSDAQ	38695952
376930	376930	노을	KOSDAQ	51291323
486990	486990	노타	KOSDAQ	21324030
6280	006280	녹십자	KOSPI	11686538
142280	142280	녹십자엠에스	KOSDAQ	21741926
234690	234690	녹십자웰빙	KOSDAQ	17752276
5250	005250	녹십자홀딩스	KOSPI	47028210
5257	005257	녹십자홀딩스2우	KOSPI	845990
4370	004370	농심	KOSPI	6082642
72710	072710	농심홀딩스	KOSPI	4637790
54050	054050	농우바이오	KOSDAQ	16030561
69140	069140	누리플랜	KOSDAQ	14402564
40160	040160	누리플렉스	KOSDAQ	12055535
332290	332290	누보	KOSDAQ	39904404
348340	348340	뉴로메카	KOSDAQ	12346151
380550	380550	뉴로핏	KOSDAQ	11660804
60260	060260	뉴보텍	KOSDAQ	13512009
463020	463020	뉴엔AI	KOSDAQ	8879200
123840	123840	뉴온	KOSDAQ	63654307
12340	012340	뉴인텍	KOSDAQ	53529537
462310	462310	뉴키즈온	KOSDAQ	8185121
270870	270870	뉴트리	KOSDAQ	9200224
144960	144960	뉴파워프라즈마	KOSDAQ	43692624
85670	085670	뉴프렉스	KOSDAQ	24450761
64260	064260	다날	KOSDAQ	75377601
340360	340360	다보링크	KOSDAQ	51012909
39560	039560	다산네트웍스	KOSDAQ	39613981
208860	208860	다산디엠씨	KOSDAQ	33949973
154040	154040	다산솔루에타	KOSDAQ	17950094
58730	058730	다스코	KOSPI	18888941
30210	030210	다올투자증권	KOSPI	60911106
23590	023590	다우기술	KOSPI	44866617
32190	032190	다우데이타	KOSDAQ	38300000
323350	323350	다원넥스뷰	KOSDAQ	8010772
68240	068240	다원시스	KOSDAQ	38163437
145210	145210	다이나믹디자인	KOSPI	42236668
483650	483650	달바글로벌	KOSPI	12392665
464580	464580	닷밀	KOSDAQ	18406089
19680	019680	대교	KOSPI	84702850
19685	019685	대교우B	KOSPI	19426990
6370	006370	대구백화점	KOSPI	10821611
8060	008060	대덕	KOSPI	33890150
00806K	00806K	대덕1우	KOSPI	1212357
353200	353200	대덕전자	KOSPI	49416925
35320K	35320K	대덕전자1우	KOSPI	2095519
490	000490	대동	KOSPI	28826865
178600	178600	대동고려삼	KONEX	4449600
20400	020400	대동금속	KOSDAQ	3189166
8830	008830	대동기어	KOSDAQ	8987520
48470	048470	대동스틸	KOSDAQ	10000000
8110	008110	대동전자	KOSPI	10490447
4780	004780	대륙제관	KOSDAQ	15903199
5750	005750	대림바스	KOSPI	16672240
17650	017650	대림제지	KOSDAQ	8785000
6570	006570	대림통상	KOSPI	15225000
389260	389260	대명에너지	KOSDAQ	17916325
317850	317850	대모	KOSDAQ	8324420
290670	290670	대보마그네틱	KOSDAQ	7857660
78140	078140	대봉엘에스	KOSDAQ	11086579
65150	065150	대산F&B	KOSDAQ	159382405
1680	001680	대상	KOSPI	34648025
1685	001685	대상우	KOSPI	1370223
84690	084690	대상홀딩스	KOSPI	36212538
84695	084695	대상홀딩스우	KOSPI	913482
36480	036480	대성미생물	KOSDAQ	3800000
128820	128820	대성산업	KOSPI	45235478
117580	117580	대성에너지	KOSPI	27500000
27830	027830	대성창투	KOSDAQ	54000000
104040	104040	대성파인텍	KOSDAQ	134067826
129920	129920	대성하이텍	KOSDAQ	13715053
16710	016710	대성홀딩스	KOSPI	16089459
457630	457630	대신밸런스제16호스팩	KOSDAQ	7310000
471050	471050	대신밸런스제17호스팩	KOSDAQ	6060000
482690	482690	대신밸런스제19호스팩	KOSDAQ	5615000
0030R0	0030R0	대신밸류리츠	KOSPI	59780000
20180	020180	대신정보통신	KOSDAQ	38428915
3540	003540	대신증권	KOSPI	50773400
3547	003547	대신증권2우B	KOSPI	10000000
3545	003545	대신증권우	KOSPI	26000000
45390	045390	대아티아이	KOSDAQ	70473377
9190	009190	대양금속	KOSPI	43192625
108380	108380	대양전기공업	KOSDAQ	9567333
14160	014160	대영포장	KOSPI	108394549
47040	047040	대우건설	KOSPI	415622638
3090	003090	대웅	KOSPI	58141980
69620	069620	대웅제약	KOSPI	11586575
7680	007680	대원	KOSDAQ	13446474
430	000430	대원강업	KOSPI	62000000
48910	048910	대원미디어	KOSDAQ	12578946
5710	005710	대원산업	KOSDAQ	20037600
6340	006340	대원전선	KOSPI	77074671
6345	006345	대원전선우	KOSPI	2621200
3220	003220	대원제약	KOSPI	22427583
24890	024890	대원화성	KOSPI	41249152
2880	002880	대유에이텍	KOSPI	46773995
120240	120240	대정화금	KOSDAQ	7190391
3310	003310	대주산업	KOSDAQ	35392350
114920	114920	대주이엔티	KONEX	3469500
78600	078600	대주전자재료	KOSDAQ	15480593
393970	393970	대진첨단소재	KOSDAQ	17840820
12800	012800	대창	KOSPI	91140499
