종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"377990","TIGER Fn신재생에너지","22935","-295","-1.27","22896.10","22935","23205","22665","86682","1987534876","82566000000","0","3600000","FnGuide 신재생에너지 지수","4347.00","-64.76","-1.47"
"417630","TIGER KEDI혁신기업ESG30","17355","-25","-0.14","17364.03","17395","17565","17250","15700","274106105","19958250000","0","1150000","KEDI 혁신기업ESG30 지수(시장가격 지수)","4333.24","-21.43","-0.49"
"449170","TIGER KOFR금리액티브(합성)","110220","20","0.02","110217.24","110215","110220","110215","100817","11111834803","2460110400000","0","22320000","KOFR 지수","1180.38","0.08","0.01"
"292160","TIGER KRX300","37400","105","0.28","37483.99","37295","37995","37295","6730","252157355","18700000000","0","500000","KRX 300","3649.01","-9.78","-0.27"
"0072R0","TIGER KRX금현물","15475","-325","-2.06","15435.46","15200","15560","15165","2524833","39022760127","1488695000000","0","96200000","KRX 금현물지수","5408.27","-114.35","-2.07"
"404540","TIGER KRX기후변화솔루션","21235","-280","-1.30","21236.78","21515","21515","21195","245","5221985","7432250000","0","350000","KRX 기후변화 솔루션지수","4041.32","-87.04","-2.11"
"228820","TIGER KTOP30","14925","10","0.07","14887.25","14905","15060","14845","18870","282346684","11940000000","0","800000","KTOP 30","14941.61","-61.03","-0.41"
"300610","TIGER K게임","6895","-160","-2.27","6906.44","7055","7090","6895","67275","466502039","16892750000","0","2450000","WISE K게임 테마 지수","563.31","-14.99","-2.59"
"463250","TIGER K방산&우주","40195","245","0.61","40219.73","39735","41110","39165","1019575","40832719239","669246750000","0","16650000","iSelect K방산&우주","5906.56","13.70","0.23"
"138530","TIGER LG그룹플러스","9650","-140","-1.43","9647.61","9715","9755","9540","219875","2123621670","16598000000","0","1720000","MKF LG그룹+ FW","9747.76","-168.71","-1.70"
"445910","TIGER MKF배당귀족","21605","-95","-0.44","21549.27","21575","21765","21410","23537","507917825","16203750000","0","750000","MKF 배당귀족 지수(시장가격지수)","2199.91","-4.83","-0.22"
"289260","TIGER MSCI KOREA ESG리더스","20715","-80","-0.38","20690.28","20925","21035","20690","2084","43702420","16157700000","0","780000","MSCI Korea Country ESG Leaders Capped Index","2988.29","-37.34","-1.23"
"289250","TIGER MSCI KOREA ESG유니버설","24410","70","0.29","24402.01","24470","24660","24360","2582","63025970","16110600000","0","660000","MSCI Korea ESG Universal Index","3420.67","-2.84","-0.08"
"310970","TIGER MSCI Korea TR","35770","195","0.55","35679.64","35575","36180","35485","30007","1075425715","4117127000000","0","115100000","MSCI Korea TR Index","3594.14","-1.46","-0.04"
"269370","TIGER S&P글로벌인프라(합성)","18695","110","0.59","18727.07","18725","18730","18440","1545","28676350","13086500000","0","700000","S&P Global Infrastructure Index","3922.59","37.47","0.96"
"248270","TIGER S&P글로벌헬스케어(합성)","26255","-185","-0.70","26544.96","26990","26990","26210","10622","279763396","31506000000","0","1200000","S&P Global 1200 Health Care Index","5669.86","49.14","0.87"
"0025N0","TIGER TDF2045","11385","-145","-1.26","11394.22","11475","11475","11370","637623","7263328378","589743000000","0","51800000","S&P 500 and Korea Target Date 2045 (KRW) PR 지수","480.85","-4.40","-0.91"
"453950","TIGER TSMC파운드리밸류체인","27380","-350","-1.26","26991.03","27300","27665","26515","57908","1584601836","34225000000","0","1250000","FactSet TSMC 파운드리 밸류체인 지수(시장가격지수)","616.41","-10.88","-1.73"
"364990","TIGER 게임TOP10","5505","-70","-1.26","5516.73","5545","5655","5505","430854","2397157571","56426250000","0","10250000","KRX 게임 TOP 10 지수","684.26","-9.51","-1.37"
"139280","TIGER 경기방어","14660","-170","-1.15","14614.36","14710","14720","14485","38370","561101590","64797200000","0","4420000","코스피 200 경기방어소비재","1449.21","2.89","0.20"
"237440","TIGER 경기방어채권혼합","10740","70","0.66","10718.34","10685","10745","10685","19559","209999561","10740000000","0","1000000","경기방어소비재 채권혼합 지수","1690.08","2.03","0.12"
"319640","TIGER 골드선물(H)","29850","-660","-2.16","29921.93","29620","30100","29620","34962","1043681763","147757500000","0","4950000","S&P GSCI Gold Index(TR)","2417.71","0.00","0.00"
"160580","TIGER 구리실물","15505","-270","-1.71","15717.06","15340","15610","15235","341367","5287760269","251956250000","0","16250000","S&P GSCI Cash Copper Index","300.47","0.00","0.00"
"451530","TIGER 국고채30년스트립액티브","47950","535","1.13","47830.90","47740","48095","47700","57919","2775499295","110764500000","0","2310000","KIS STRIP 30Y Index(총수익지수)","9051.99","93.64","1.05"
"114820","TIGER 국채3년","105070","60","0.06","105063.80","105080","105120","104975","11546","1212994701","126819490000","0","1207000","KTB INDEX(시장가격)","10299.83","7.11","0.07"
"275980","TIGER 글로벌4차산업혁신기술(합성 H)","21125","-305","-1.42","21218.87","21545","21545","21030","10584","224259630","66332500000","0","3140000","Morningstar Exponential Technologies Equal Weighted Select PR USD","3715.90","1.38","0.04"
"464310","TIGER 글로벌AI&로보틱스 INDXX","15380","-130","-0.84","15543.48","15265","15500","15220","86393","1329610968","131499000000","0","8550000","Indxx Global Robotics & Artificial Intelligence Thematic Index(PR)","6001.51","3.05","0.05"
"418670","TIGER 글로벌AI사이버보안","12060","-225","-1.83","11909.56","12280","12280","11945","23473","282294065","33285600000","0","2760000","Indxx Cybersecurity 지수 (PR)","1908.41","45.78","2.46"
"466950","TIGER 글로벌AI액티브","24450","-525","-2.10","24545.30","24465","24695","24420","91743","2250704090","360882000000","0","14760000","Indxx Artificial Intelligence and Big Data 지수(PR)","7433.47","6.92","0.09"
"491010","TIGER 글로벌AI전력인프라액티브","22460","-260","-1.14","22285.67","22420","22480","22125","306046","6832480346","463799000000","0","20650000","Mirae Asset AI Infrastructure 지수(PR)","4488.66","0.00","0.00"
"412770","TIGER 글로벌AI플랫폼액티브","11525","-330","-2.78","11707.45","11855","11855","11400","29345","338588443","99460750000","0","8630000","Indxx Global Metaverse Index (Price Return)","3906.06","9.98","0.26"
"394670","TIGER 글로벌리튬&2차전지SOLACTIVE(합성)","11400","-265","-2.27","11519.65","11355","11460","11345","129707","1480612108","297312000000","0","26080000","Solactive Global Lithium 지수(PR)","1717.14","-14.80","-0.85"
"440340","TIGER 글로벌멀티에셋TIF액티브","12320","30","0.24","12334.70","12290","12340","12260","5045","62027545","19096000000","0","1550000","INDXX 멀티에셋인컴 지수(시장가격 지수)","1201.82","5.97","0.50"
"476690","TIGER 글로벌비만치료제TOP2Plus","10795","135","1.27","10883.09","10770","10830","10760","39670","427797975","56673750000","0","5250000","Indxx Global Obesity Treatment Top 2 Plus 지수 (시장가격)","2751.35","22.60","0.83"
"480310","TIGER 글로벌온디바이스AI","13215","-385","-2.83","13344.13","13400","13400","13215","27544","365053710","50877750000","0","3850000","Mirae Asset Global On-Device AI 지수 (PR)","4715.52","0.00","0.00"
"387270","TIGER 글로벌이노베이션액티브","21060","-350","-1.63","21189.44","21310","21310","21060","3132","66162430","25272000000","0","1200000","NASDAQ 100","24732.73","45.12","0.18"
"276000","TIGER 글로벌자원생산기업(합성 H)","20055","-365","-1.79","20019.49","20110","20110","19935","5674","113918728","17046750000","0","850000","MorningStar Global Upstream Resources Index(PR)","5462.90","15.64","0.29"
"394660","TIGER 글로벌자율주행&전기차SOLACTIVE","15600","-310","-1.95","15734.91","15785","15785","15580","11561","180803311","114192000000","0","7320000","Solactive Autonomous & Electric Vehicles 지수(PR)","2184.04","2.67","0.12"
"371450","TIGER 글로벌클라우드컴퓨팅INDXX","9905","15","0.15","9955.88","9970","9990","9855","5801","57341490","20206200000","0","2040000","Indxx Global Cloud Computing Index(PR)","5061.21","123.74","2.51"
"464930","TIGER 글로벌혁신블루칩TOP10","19250","-365","-1.86","19372.50","19600","19600","19160","15996","309377653","132825000000","0","6900000","Mirae Asset Global Innovative Bluechip Top 10 Index(PR)","6795.19","0.00","0.00"
"139320","TIGER 금은선물(H)","21300","-595","-2.72","21169.60","21145","21445","21010","87850","1868304372","77745000000","0","3650000","S&P GSCI Precious Metals Index(TR)","5565.21","0.00","0.00"
"137610","TIGER 농산물선물Enhanced(H)","5135","35","0.69","5132.16","5130","5155","5070","31668","162407571","12324000000","0","2400000","S&P GSCI Agriculture Enhanced Index(ER)","68.91","-0.12","-0.18"
"182490","TIGER 단기선진하이일드(합성 H)","13765","-15","-0.11","13797.86","13810","13810","13765","4832","66686315","8259000000","0","600000","Markit iBoxx USD Liquid High Yield 0-5 year 지수","80.63","-0.01","-0.01"
"272580","TIGER 단기채권액티브","56280","25","0.04","56282.77","56270","56285","56270","25558","1438328765","742108080000","0","13186000","KIS MSB 6M PLUS 지수","13527.15","7.34","0.05"
"157450","TIGER 단기통안채","111115","20","0.02","111111.16","111065","111115","111065","124977","13886257411","990034650000","0","8910000","KIS MSB 6M(총수익)","13377.27","5.61","0.04"
"105010","TIGER 라틴35","6850","-140","-2.00","6803.92","6900","6900","6790","12871","87933059","10275000000","0","1500000","BNY Latin America 35 ADR","3288.21","-23.86","-0.72"
"123320","TIGER 레버리지","83790","-130","-0.15","83528.77","83600","86290","82665","360531","30438025402","326781000000","0","3900000","코스피 200","814.59","-1.69","-0.21"
"174350","TIGER 로우볼","21970","-210","-0.95","22072.07","22180","22340","21800","1411","31175855","6151600000","0","280000","FnGuide Low Vol 지수","22792.15","326.63","1.45"
"329200","TIGER 리츠부동산인프라","4600","10","0.22","4600.59","4585","4610","4575","4826669","22202395387","1266840000000","0","275400000","FnGuide 리츠부동산인프라","1857.54","3.26","0.18"
"0086C0","TIGER 리츠부동산인프라10채권혼합액티브","10400","45","0.43","10397.38","10355","10410","10350","24990","259654003","15600000000","0","1500000","KEDI 리츠부동산인프라TOP10채권혼합지수 (Price Return)","996.22","2.00","0.20"
"0086B0","TIGER 리츠부동산인프라TOP10액티브","10870","100","0.93","10853.18","10770","10875","10755","86895","941729655","92395000000","0","8500000","KEDI 리츠부동산인프라TOP10지수 (Price Return)","851.15","3.03","0.36"
"341850","TIGER 리츠부동산인프라채권","4965","-5","-0.10","4988.74","4980","4995","4955","15062","75143497","9930000000","0","2000000","KIS 리츠부동산인프라채권PR 지수","41845.91","77.51","0.19"
"0043B0","TIGER 머니마켓액티브","101695","20","0.02","101694.16","101690","101695","101690","130453","13266182558","3247934910000","0","31938000","KIS-미래에셋 MMF지수","118.04","0.05","0.04"
"147970","TIGER 모멘텀","65970","-10","-0.02","65803.40","65220","66700","65220","7634","503797205","30346200000","0","460000","FnGuide 모멘텀 지수","67566.85","-488.49","-0.72"
"458250","TIGER 미국30년국채스트립액티브(합성 H)","38800","665","1.74","39016.03","38845","38995","38750","226753","8802466931","708177600000","0","18252000","ICE BofA Long US Treasury Principal STRIPS Index","425.73","2.67","0.63"
"476550","TIGER 미국30년국채커버드콜액티브(H)","7680","50","0.66","7699.59","7695","7700","7675","1475164","11335751929","1186560000000","0","154500000","KEDI 미국채30년 위클리 커버드콜30 지수(Total Return)","1021.57","0.00","0.00"
"0142D0","TIGER 미국AI데이터센터TOP4Plus","9280","-175","-1.85","9300.73","9380","9380","9200","422810","3916743192","68672000000","0","7400000","Akros U.S. AI Data Center TOP4 Plus 지수(PR)","10746.55","0.00","0.00"
"491830","TIGER 미국AI반도체팹리스","14070","-415","-2.87","14145.81","14190","14195","14065","15284","215822885","23919000000","0","1700000","Mirae Asset US AI Fabless 지수(PR)","12792.21","0.00","0.00"
"490090","TIGER 미국AI빅테크10","14295","-400","-2.72","14373.76","14345","14440","14280","692114","9915370168","210136500000","0","14700000","KEDI 미국AI빅테크10 지수(PR)","10464.92","0.00","0.00"
"493810","TIGER 미국AI빅테크10타겟데일리커버드콜","11225","-320","-2.77","11280.24","11210","11285","11205","510831","5747152182","271645000000","0","24200000","KEDI 미국AI빅테크10+15%데일리프리미엄 지수(TR)","9817.85","0.00","0.00"
"0102A0","TIGER 미국AI소프트웨어TOP4Plus","7260","-365","-4.79","7299.28","7300","7310","7220","336147","2441327907","89661000000","0","12350000","Akros U.S. AI Software TOP4 Plus 지수 (Price Return)","7078.03","0.00","0.00"
"0123G0","TIGER 미국AI전력SMR","7365","-265","-3.47","7300.84","7365","7380","7310","964578","7086602437","197750250000","0","26850000","Akros U.S. AI Electricity SMR Index 지수(PR)","7472.78","0.00","0.00"
"182480","TIGER 미국MSCI리츠(합성 H)","13140","-10","-0.08","13270.05","13150","13165","13135","20719","272236443","164250000000","0","12500000","MSCI US REIT Index","1414.97","18.32","1.31"
"360750","TIGER 미국S&P500","24435","-465","-1.87","24496.53","24475","24600","24410","14354479","351133208870","14310357750000","0","585650000","S&P 500","6836.17","3.41","0.05"
"448290","TIGER 미국S&P500(H)","15965","-335","-2.06","15995.49","15995","16040","15960","190719","3051178999","453406000000","0","28400000","S&P 500","6836.17","3.41","0.05"
"488500","TIGER 미국S&P500동일가중","12190","-220","-1.77","12243.48","12220","12245","12110","187576","2289431790","124947500000","0","10250000","S&P 500 Equal Weight Index(PR)","8212.05","84.77","1.04"
"225040","TIGER 미국S&P500레버리지(합성 H)","55090","-2395","-4.17","55387.18","55550","55680","55090","16532","916044702","63904400000","0","1160000","S&P 500","6836.17","3.41","0.05"
"429000","TIGER 미국S&P500배당귀족","13930","-115","-0.82","13884.20","13860","14045","13810","161909","2252661255","141389500000","0","10150000","S&P 500 Dividend Aristocrats 지수 (Price Return)","2023.37","11.06","0.55"
"143850","TIGER 미국S&P500선물(H)","69985","-1530","-2.14","70039.64","70280","70335","69985","8652","606748772","99728625000","0","1425000","S&P 500 Futures Index(ER)","552.91","-1.06","-0.19"
"225030","TIGER 미국S&P500선물인버스(H)","2515","45","1.82","2512.99","2500","2520","2500","26717","67056061","5407250000","0","2150000","S&P 500 Futures Total Return Index","1029.68","-1.63","-0.16"
"482730","TIGER 미국S&P500타겟데일리커버드콜","11625","-180","-1.52","11619.95","11605","11655","11580","724616","8420258816","501037500000","0","43100000","S&P500 10% Daily Premium Covered Call Index(TR)","346.43","0.23","0.07"
"133690","TIGER 미국나스닥100","157705","-3495","-2.17","158119.07","158795","158795","157485","880879","139123009421","7680233500000","0","48700000","NASDAQ 100","24732.73","45.12","0.18"
"448300","TIGER 미국나스닥100(H)","19360","-505","-2.54","19417.38","19445","19485","19360","220814","4287781874","298144000000","0","15400000","NASDAQ 100","24732.73","45.12","0.18"
"483240","TIGER 미국나스닥100ETF선물","12070","-250","-2.03","12056.77","12320","12320","11995","6123","73951682","24140000000","0","2000000","KRX 나스닥 100 ETF 선물지수","1920.75","-38.51","-1.97"
"418660","TIGER 미국나스닥100레버리지(합성)","32075","-1445","-4.31","32345.89","32265","32400","32035","407246","13111661815","269430000000","0","8400000","NASDAQ 100","24732.73","45.12","0.18"
"435420","TIGER 미국나스닥100채권혼합Fn","13360","-95","-0.71","13389.45","13375","13455","13360","157350","2104323880","300600000000","0","22500000","FnGuide 나스닥100 채권혼합 지수(총수익 지수)","1942.97","-11.29","-0.58"
"441680","TIGER 미국나스닥100커버드콜(합성)","10840","-200","-1.81","10885.26","10865","11000","10830","262843","2853648672","358262000000","0","33050000","Cboe Nasdaq-100 BuyWrite V2 지수 (Total Return)","1214.38","3.17","0.26"
"486290","TIGER 미국나스닥100타겟데일리커버드콜","10110","-215","-2.08","10150.18","10140","10165","10105","2074379","21017164911","1101990000000","0","109000000","NASDAQ 100 Daily Covered Call Target Premium 15% 지수(TR)","395.20","0.78","0.20"
"429010","TIGER 미국나스닥넥스트100","17135","-435","-2.48","17187.11","17190","17225","17045","1551","26569417","8567500000","0","500000","Nasdaq Next Generation 100 지수 (Price Return)","1541.87","15.49","1.01"
"203780","TIGER 미국나스닥바이오","30580","-345","-1.12","30773.18","30800","30800","30555","25046","766940333","102137200000","0","3340000","NASDAQ Biotechnology 지수(시장가격지수)","5917.24","56.57","0.97"
"245340","TIGER 미국다우존스30","34745","-570","-1.61","34831.69","34770","34840","34700","34680","1205678580","139674900000","0","4020000","Dow Jones Industrial Average","49500.93","48.95","0.10"
"456610","TIGER 미국달러SOFR금리액티브(합성)","61435","160","0.26","61476.19","61285","61490","61255","15909","976316705","568888100000","0","9260000","Solactive SOFR Daily Total Return Index","1231.96","0.12","0.01"
"329750","TIGER 미국달러단기채권액티브","13420","40","0.30","13419.35","13390","13420","13355","295684","3958367815","481107000000","0","35850000","KIS U.S. TREASURY BOND 0-1Y 지수(총수익)","154.30","0.00","0.00"
"261110","TIGER 미국달러선물레버리지","17180","65","0.38","17243.18","17140","17195","17100","2222","38071260","12026000000","0","700000","미국달러선물지수","1611.88","4.47","0.28"
"261120","TIGER 미국달러선물인버스2X","4945","-20","-0.40","4938.71","4980","4980","4940","3307","16380017","34120500000","0","6900000","미국달러선물지수","1611.88","4.47","0.28"
"494840","TIGER 미국방산TOP10","14615","140","0.97","14719.15","14435","14700","14420","78983","1153747768","61383000000","0","4200000","Mirae Asset US Defense Top 10 Index(PR)","2241.68","0.00","0.00"
"458730","TIGER 미국배당다우존스","14455","-155","-1.06","14404.37","14480","14515","14425","2392382","34597610347","2849803250000","0","197150000","Dow Jones U.S. Dividend 100 Price Return Index","6682.98","52.78","0.80"
"0008S0","TIGER 미국배당다우존스타겟데일리커버드콜","10050","-90","-0.89","10028.41","10080","10095","10030","239134","2405868706","182407500000","0","18150000","Dow Jones U.S. Dividend 100 10% Daily Premium Covered Call 지수","289.80","2.47","0.86"
"458750","TIGER 미국배당다우존스타겟커버드콜1호","12755","-80","-0.62","12749.40","12815","12815","12635","21012","267940266","62499500000","0","4900000","DowJones U.S. Dividend 100 3% Premium Covered Call 지수 (TR)","764.29","6.62","0.87"
"458760","TIGER 미국배당다우존스타겟커버드콜2호","11100","-100","-0.89","11099.15","11155","11155","11070","389109","4318574187","796980000000","0","71800000","DowJones U.S. Dividend 100 7% Premium Covered Call 지수 (TR)","624.72","5.54","0.89"
"0015K0","TIGER 미국소비트렌드액티브","7385","-225","-2.96","7406.06","7405","7410","7335","6838","50416087","4652550000","0","630000","Mirae Asset US Consumer Trend 지수 (PR)","1855.88","0.00","0.00"
"305080","TIGER 미국채10년선물","13230","90","0.68","13235.55","13185","13230","13175","105315","1390961094","230202000000","0","17400000","S&P 10-Year U.S. Treasury Note Futures(ER)","191.54","0.63","0.33"
"0046A0","TIGER 미국초단기(3개월이하)국채","10010","20","0.20","10022.53","9990","10020","9975","1218344","12181719434","403903500000","0","40350000","ICE 0-3 Month US Treasury Securities 지수","119.07","0.04","0.04"
"465670","TIGER 미국캐시카우100","14635","-355","-2.37","14691.50","14645","15010","14600","7490","109646357","13171500000","0","900000","Global X U.S. Cash Flow Kings 100 Index(PR)","2767.42","0.00","0.00"
"381170","TIGER 미국테크TOP10 INDXX","28430","-835","-2.85","28599.75","28535","28600","28400","2970544","84688713386","3793983500000","0","133450000","Indxx US Tech Top 10 Index","8402.72","-109.30","-1.28"
"472160","TIGER 미국테크TOP10 INDXX(H)","16765","-555","-3.20","16855.40","16810","16910","16760","1484504","25001384899","288358000000","0","17200000","Indxx US Tech Top 10 Index","8402.72","-109.30","-1.28"
"472170","TIGER 미국테크TOP10채권혼합","13370","-185","-1.36","13427.25","13420","13510","13365","244252","3271225128","338929500000","0","25350000","FnGuide 미국테크TOP10 채권혼합지수","2643.75","-24.71","-0.93"
"474220","TIGER 미국테크TOP10타겟커버드콜","14620","-430","-2.86","14707.78","14705","14705","14605","398520","5841522084","495618000000","0","33900000","Bloomberg U.S. Tech Top10+10% Premium Covered Call Index","7993.58","-101.70","-1.26"
"458260","TIGER 미국투자등급회사채액티브(H)","49010","190","0.39","48998.24","49030","49070","48975","27325","1339544027","294060000000","0","6000000","iBoxx USD Liquid Investment Grade Index(Price Return)","99.24","0.18","0.18"
"497570","TIGER 미국필라델피아AI반도체나스닥","16905","-310","-1.80","16783.13","16885","17005","16865","1390928","23566527880","946680000000","0","56000000","PHLX US AI Semiconductor 지수 (PR)","1806.72","3.71","0.21"
"381180","TIGER 미국필라델피아반도체나스닥","30715","-720","-2.29","30605.19","30725","30940","30690","2189282","67434749575","3725729500000","0","121300000","PHLX Semiconductor Sector Index","8137.86","53.16","0.66"
"423920","TIGER 미국필라델피아반도체레버리지(합성)","51165","-2255","-4.22","50864.57","51735","52080","50965","119570","6165853820","404203500000","0","7900000","PHLX Semiconductor Sector Index","8137.86","53.16","0.66"
"228810","TIGER 미디어컨텐츠","6075","-155","-2.49","6078.99","6220","6270","6055","585552","3591319363","142519500000","0","23460000","WISE 미디어컨텐츠 지수","3097.53","-94.86","-2.97"
"364970","TIGER 바이오TOP10","9030","-60","-0.66","9024.75","9075","9115","8952","900602","8132783433","325983000000","0","36100000","KRX 바이오 TOP 10 지수","2750.75","-28.93","-1.04"
"091230","TIGER 반도체","92940","-775","-0.83","92767.56","93000","94045","92240","507438","47263152200","745378800000","0","8020000","KRX 반도체","9245.95","-141.32","-1.51"
"396500","TIGER 반도체TOP10","29320","-130","-0.44","29264.87","29295","29680","29070","15902640","467589347831","5953426000000","0","203050000","FnGuide 반도체TOP10 지수","7557.01","-143.35","-1.86"
"488080","TIGER 반도체TOP10레버리지","35440","-560","-1.56","35307.08","35320","36290","34810","4309746","153684998879","790312000000","0","22300000","FnGuide 반도체TOP10 지수","7557.49","-142.87","-1.86"
"211560","TIGER 배당성장","36565","655","1.82","36471.82","36165","37060","35955","59552","2174368123","85562100000","0","2340000","코스피 배당성장 50","7299.80","95.90","1.33"
"472150","TIGER 배당커버드콜액티브","17400","125","0.72","17348.96","17290","17575","17260","1994560","34757731811","442482000000","0","25430000","코스피 200 커버드콜 5% OTM","537.12","-1.55","-0.29"
"138520","TIGER 삼성그룹","24835","-25","-0.10","24768.45","24860","25155","24710","116963","2917063959","73014900000","0","2940000","MKF SAMs FW","28814.01","-417.80","-1.43"
"157490","TIGER 소프트웨어","9795","-165","-1.66","9829.34","9910","10015","9785","270984","2668519685","132232500000","0","13500000","FnGuide 소프트웨어 지수","5092.00","-95.21","-1.84"
"0000D0","TIGER 엔비디아미국채커버드콜밸런스(합성)","9910","25","0.25","9948.27","9875","9945","9875","49458","490223315","60946500000","0","6150000","KEDI 엔비디아미국채30년타겟커버드콜혼합지수(TR)","1090.02","0.00","0.00"
"228800","TIGER 여행레저","3750","-10","-0.27","3752.17","3735","3785","3705","658954","2466819229","103050000000","0","27480000","WISE 여행레저 지수","1861.79","-6.90","-0.37"
"227570","TIGER 우량가치","19970","70","0.35","20003.19","19885","20210","19687","8023","160710918","7788300000","0","390000","FnGuide 퀄리티밸류 지수","40415.92","239.79","0.60"
"438330","TIGER 우량회사채액티브","115470","105","0.09","115579.07","115535","115575","115455","15001","1733031491","703558710000","0","6093000","KIS 투자등급회사채 지수(총수익)","135.38","0.11","0.08"
"261140","TIGER 우선주","23305","630","2.78","23321.17","22780","23575","22780","213001","4973248538","33093100000","0","1420000","코스피 우선주 지수","5525.32","148.50","2.76"
"130680","TIGER 원유선물Enhanced(H)","4170","-120","-2.80","4169.59","4160","4185","4155","64391","268192009","17931000000","0","4300000","S&P GSCI Crude Oil Enhanced Index ER","505.67","0.00","0.00"
"217770","TIGER 원유선물인버스(H)","2490","65","2.68","2494.20","2480","2500","2475","57772","143636549","6723000000","0","2700000","S&P GSCI Crude Oil Index ER","140.73","-0.02","-0.02"
"195930","TIGER 유로스탁스50(합성 H)","21855","-180","-0.82","21879.33","21945","21945","21805","4187","91640842","37153500000","0","1700000","EURO STOXX 50 Index","5985.23","-26.06","-0.43"
"225050","TIGER 유로스탁스레버리지(합성 H)","15155","-230","-1.49","15174.16","15295","15295","15015","1080","16307535","4546500000","0","300000","EURO STOXX 50 Index","5985.23","-26.06","-0.43"
"245350","TIGER 유로스탁스배당30","19100","-205","-1.06","19036.79","19175","19245","19015","13004","248117203","29605000000","0","1550000","Euro STOXX Select Dividend 30","2231.02","-23.22","-1.03"
"091220","TIGER 은행","17695","-435","-2.40","17642.25","17980","18250","17575","419649","7489302131","23357400000","0","1320000","KRX 은행","1752.67","-22.99","-1.29"
"466940","TIGER 은행고배당플러스TOP10","28660","35","0.12","28563.03","28885","29480","28365","3710955","107187979819","921419000000","0","32150000","FnGuide 은행고배당플러스TOP10 지수(시장가격 지수)","2652.52","-7.33","-0.28"
"307510","TIGER 의료기기","20270","-220","-1.07","20314.89","20490","20490","20125","3470","70634600","7094500000","0","350000","FnGuide 의료기기 지수","2104.32","-30.77","-1.44"
"225060","TIGER 이머징마켓MSCI레버리지(합성 H)","14605","170","1.18","14600.56","14550","14790","14545","917","13505840","15481300000","0","1060000","MSCI EM Index","1555.12","-15.32","-0.98"
"453870","TIGER 인도니프티50","13495","-180","-1.32","13635.13","13670","13670","13480","168418","2283916258","414971250000","0","30750000","Nifty 50 Index","25471.10","-336.10","-1.30"
"236350","TIGER 인도니프티50레버리지(합성)","39575","-1020","-2.51","39982.09","40490","40490","39505","1240","49536496","26119500000","0","660000","Nifty 50 Index","25471.10","-336.10","-1.30"
"479730","TIGER 인도빌리언컨슈머","11085","-30","-0.27","11126.63","11110","11210","11005","18151","201736523","121935000000","0","11000000","Mirae Asset India Billion Consumer 지수(PR)","4565.36","0.00","0.00"
"123310","TIGER 인버스","1989","-3","-0.15","1993.37","1994","2005","1960","7221882","14314814202","49923900000","0","25100000","코스피 200 선물지수","4011.56","-9.11","-0.23"
"365000","TIGER 인터넷TOP10","4825","-20","-0.41","4814.55","4815","4865","4760","607921","2920142589","68756250000","0","14250000","KRX 인터넷 TOP 10 지수","1204.52","-5.47","-0.45"
"195920","TIGER 일본TOPIX(합성 H)","32805","-325","-0.98","32790.38","34120","34120","32475","1704","55817982","16402500000","0","500000","TOPIX","3818.85","-63.31","-1.63"
"241180","TIGER 일본니케이225","32490","-45","-0.14","32155.44","32440","32750","32080","215265","6971655070","434066400000","0","13360000","Nikkei 225","56941.97","-697.87","-1.21"
"465660","TIGER 일본반도체FACTSET","22205","130","0.59","21912.41","22395","22395","21745","39281","864534567","19984500000","0","900000","FactSet Japan Semiconductor Index(PR)","6559.65","-65.08","-0.98"
"292560","TIGER 일본엔선물","8715","5","0.06","8734.81","8690","8785","8690","197938","1731166583","62748000000","0","7200000","엔선물지수","487.12","0.83","0.17"
"494670","TIGER 조선TOP10","28155","-40","-0.14","28092.03","28000","28450","27725","979877","27558173400","975570750000","0","34650000","iSelect 조선TOP10 Index(PR)","4354.60","-26.79","-0.61"
"451540","TIGER 종합채권(AA-이상)액티브","54515","90","0.17","54521.49","54490","54560","54470","13279","723915195","989120160000","0","18144000","KIS 종합채권 AA-이상 총수익 지수(Total return Index)","118.14","0.35","0.30"
"150460","TIGER 중국소비테마","8270","-60","-0.72","8275.11","8345","8345","8195","38238","316407611","78399600000","0","9480000","FnGuide 중국내수테마 지수","4249.75","-44.19","-1.03"
"302190","TIGER 중장기국채","50945","75","0.15","50936.64","50960","51000","50905","14906","759554585","306688900000","0","6020000","KIS 국채 3-10년 지수(시장가격지수)","10301.97","18.77","0.18"
"157500","TIGER 증권","18400","1485","8.78","18341.66","17500","18945","17175","7252036","131502306443","309856000000","0","16840000","FnGuide 증권 지수","9095.10","722.61","8.63"
"307520","TIGER 지주회사","20345","-180","-0.88","20311.61","20330","20695","20140","1016839","20736857257","332640750000","0","16350000","FnGuide 지주회사 지수","3009.14","-19.47","-0.64"
"0067Y0","TIGER 차이나AI소프트웨어","13620","-225","-1.63","13725.02","13845","13845","13555","28450","387245478","23835000000","0","1750000","Mirae Asset China AI Software 지수 (Price Return, HKD)","1107.66","0.00","0.00"
"192090","TIGER 차이나CSI300","12705","-185","-1.44","12804.99","12885","12885","12700","87004","1112811117","164529750000","0","12950000","CSI 300 Index","4660.41","-59.17","-1.25"
