종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"451060","1Q 200액티브","26465","75","0.28","26431.65","26390","26840","26280","285867","7604400792","218336250000","0","8250000","코스피 200","814.59","-1.69","-0.21"
"491610","1Q CD금리액티브(합성)","103310","10","0.01","103425.40","103310","103310","103305","4565","471597615","210442470000","0","2037000","KIS 하나 CD금리 총수익지수","11692.95","5.34","0.05"
"0103T0","1Q K소버린AI","10370","-135","-1.29","10392.25","10495","10505","10320","151359","1572748653","29036000000","0","2800000","iSelect K소버린AI 지수","2058.88","-32.22","-1.54"
"463290","1Q 단기금융채액티브","107590","25","0.02","107591.91","107640","107640","107580","100421","10804321572","190111530000","0","1767000","MK 머니마켓 지수(총수익)","14531.43","6.51","0.04"
"0131W0","1Q 단기특수은행채액티브","100660","10","0.01","100665.14","100655","100660","100655","7101","714776660","109014780000","0","1083000","KIS 단기특수은행채 지수(총수익)","115.52","0.05","0.04"
"479080","1Q 머니마켓액티브","52840","5","0.01","52839.79","52835","52840","52835","140113","7403062289","882110960000","0","16694000","KIS-하나 MMF 지수(총수익)","118.92","0.06","0.05"
"0026S0","1Q 미국S&P500","11970","-220","-1.80","12007.24","11985","12015","11955","319448","3827861373","251370000000","0","21000000","S&P 500","6836.17","3.41","0.05"
"0052S0","1Q 미국S&P500미국채혼합50액티브","11360","-75","-0.66","11374.15","11335","11385","11335","238099","2703666877","253328000000","0","22300000","S&P 500 and Short-Term Treasury 50/50 Blend Index","275.64","0.12","0.04"
"0069M0","1Q 미국나스닥100","11810","-270","-2.24","11852.93","11840","11870","11800","223384","2643410433","105109000000","0","8900000","NASDAQ 100","24732.73","45.12","0.18"
"0111P0","1Q 미국나스닥100미국채혼합50액티브","10245","-120","-1.16","10258.56","10230","10275","10225","307865","3156308116","194655000000","0","19000000","Nasdaq-100 US T-Bills 0-6 Month 50/50 Index","2841.82","3.16","0.11"
"0083S0","1Q 미국메디컬AI","10015","-295","-2.86","10028.56","10040","10050","9990","173871","1742321301","44066000000","0","4400000","KEDI 미국메디컬AI 지수","1801.10","0.00","0.00"
"0004G0","1Q 미국배당TOP30","9610","-75","-0.77","9619.00","9620","9640","9565","14868","142872719","9610000000","0","1000000","Solactive U.S. Dividend TOP 30 Index PR","4399.01","49.28","1.13"
"0131V0","1Q 미국우주항공테크","11850","-360","-2.95","11803.42","11800","11910","11735","2308791","27285078405","476370000000","0","40200000","Akros 미국우주항공테크 지수","4086.70","0.00","0.00"
"0094X0","1Q 샤오미밸류체인액티브","9875","15","0.15","9874.24","9780","10000","9710","57476","559252510","22218750000","0","2250000","Solactive-KEDI Xiaomi Focus China Tech Index","1927.29","-3.50","-0.18"
"0017Y0","1Q 종합채권(AA-이상)액티브","96960","85","0.09","97044.43","97040","97095","96940","221","21442280","71459520000","0","737000","KIS 종합채권형 지수(AA-이상)(총수익)","123.25","0.38","0.31"
"0052T0","1Q 중단기회사채(A-이상)액티브","50160","60","0.12","50121.37","50165","50165","50155","792","39726715","90689280000","0","1808000","KEDI 중단기크레딧플러스채권(AAA~A-)지수(총수익)","118.33","0.09","0.08"
"472350","1Q 차이나H(H)","16190","-430","-2.59","16322.43","16510","16510","16190","262","4267370","1619000000","0","100000","Hang Seng China H","9015.47","-159.71","-1.74"
"495330","1Q 코리아밸류업","24105","-15","-0.06","24116.91","24190","24455","23950","159436","3864463135","84367500000","0","3500000","코리아 밸류업 지수","2460.76","-3.35","-0.14"
"492500","1Q 현대차그룹채권(A+이상)&국고통안","51025","5","0.01","51034.26","51060","51065","51005","4111","209769537","95824950000","0","1878000","KIS 하나 현대차그룹채권(A+이상)&국고통안 총수익지수","11846.72","8.02","0.07"
"473440","ACE 11월만기자동연장회사채AA-이상액티브","10675","0","0.00","10678.15","10675","10677","10670","126326","1348247569","92872500000","0","8700000","KIS 11월 만기자동연장회사채(AA-이상) 총수익지수","122.02","0.08","0.07"
"105190","ACE 200","82310","-100","-0.12","82307.30","82385","83565","81850","482878","39917428391","1345768500000","0","16350000","코스피 200","814.59","-1.69","-0.21"
"332500","ACE 200TR","54850","-50","-0.09","54816.81","54885","55645","54500","70472","3870559075","115185000000","0","2100000","코스피 200 TR","1072.14","-2.22","-0.21"
"461270","ACE 26-06 회사채(AA-이상)액티브","11105","5","0.05","11114.72","11095","11110","11095","13061","145026230","166686050000","0","15010000","KIS 크레딧 2606만기형(AA-이상)지수(총수익지수)","124.50","0.06","0.05"
"475260","ACE 2월만기자동연장회사채AA-이상액티브","10590","-5","-0.05","10592.46","10595","10595","10590","6273","66431443","49878900000","0","4710000","KAP 2월 만기자동연장회사채(AA-이상) 총수익지수","121.04","0.06","0.05"
"385600","ACE 2차전지&친환경차액티브","10120","-195","-1.89","10106.94","10140","10255","10080","38880","395370309","20240000000","0","2000000","FnGuide 친환경 자동차 밸류체인 지수","1808.77","-45.73","-2.47"
"475270","ACE 5월만기자동연장회사채AA-이상액티브","10570","5","0.05","10570.26","10575","10575","10570","6276","66337540","44182600000","0","4180000","KIS 5월 만기자동연장회사채(AA-이상) 총수익지수","119.61","0.06","0.05"
"475280","ACE 8월만기자동연장회사채AA-이상액티브","10555","0","0.00","10560.83","10565","10565","10555","306614","3237839888","80006900000","0","7580000","KAP 8월 만기자동연장회사채(AA-이상) 총수익지수","121.25","0.06","0.05"
"469150","ACE AI반도체포커스","38890","-320","-0.82","38814.05","38885","39430","38590","854145","33318951218","369455000000","0","9500000","FnGuide AI 반도체 포커스 지수(시장가격)","4868.58","-70.88","-1.43"
"0079X0","ACE BYD밸류체인액티브","12675","-5","-0.04","12665.02","12680","12715","12535","24252","306714270","3802500000","0","300000","Bloomberg BYD Plus Top Supply Chain Select Price Return Index","2889.42","-4.19","-0.14"
"385590","ACE ESG액티브","17755","-145","-0.81","17831.17","18000","18080","17755","2413","43303110","39061000000","0","2200000","MSCI Korea Country ESG Leaders Custom Capped Price return Index","3426.77","-16.39","-0.48"
"0010E0","ACE FTSE WGBI Korea","93560","170","0.18","93631.43","93635","93635","93560","62","5803770","4490880000","0","48000","FTSE Korean Government Bond Index(TR)","199.12","0.53","0.27"
"226380","ACE Fn성장소비주도주","7225","-40","-0.55","7222.77","7265","7295","7200","638","4614420","5057500000","0","700000","FnGuide 성장소비주도 지수","2392.91","-27.61","-1.14"
"475050","ACE KPOP포커스","12340","-115","-0.92","12384.73","12390","12755","12320","1143494","14334454655","195589000000","0","15850000","iSelect K-POP 포커스지수(시장가격)","3097.15","-29.59","-0.95"
"411060","ACE KRX금현물","32420","-630","-1.91","32302.84","32020","32630","31790","3424416","110880342360","4914872000000","0","151600000","KRX 금현물지수","5408.27","-114.35","-2.07"
"291130","ACE MSCI멕시코(합성)","19955","-335","-1.65","20111.58","20285","20285","19935","1759","35167540","17959500000","0","900000","MSCI MEXICO IMI 25/50 Price return Index","14395.16","126.11","0.88"
"256440","ACE MSCI인도네시아(합성)","8285","-30","-0.36","8332.59","8315","8320","8265","14727","122005106","36454000000","0","4400000","MSCI Indonesia Index","6084.38","-82.77","-1.34"
"261920","ACE MSCI필리핀(합성)","14260","-60","-0.42","14233.00","14300","14400","14120","371","5319847","5704000000","0","400000","MSCI Philippines IMI Index","1637.76","-24.24","-1.46"
"0021D0","ACE TDF2030액티브","11190","-75","-0.67","11096.30","11265","11265","11120","7508","84172820","15666000000","0","1400000","Bloomberg Multi Asset Target-date 2030 KRW Index","2752.94","-4.19","-0.15"
"0021E0","ACE TDF2050액티브","12210","-165","-1.33","12126.95","12345","12345","12190","104511","1277407194","54334500000","0","4450000","Bloomberg Multi Asset Target-date 2050 KRW Index","3414.61","-15.00","-0.44"
"0139P0","ACE 고배당주","14490","290","2.04","14460.31","14355","14697","14215","234867","3405516072","58684500000","0","4050000","KRX-Akros 고배당주 20 지수","3611.99","58.08","1.63"
"225130","ACE 골드선물 레버리지(합성 H)","68200","-2910","-4.09","68463.23","66625","69095","66625","12860","875388498","40920000000","0","600000","S&P GSCI GOLD Index Excess Return","304.09","5.90","1.98"
"483340","ACE 구글밸류체인액티브","16560","-265","-1.58","16536.27","16500","16595","16480","678833","11236996803","185472000000","0","11200000","KEDI 글로벌 AI 클라우드 지수","5735.20","0.00","0.00"
"365780","ACE 국고채10년","85455","315","0.37","85372.53","85300","85540","85235","14142","1207810757","431376840000","0","5048000","KIS 10년 국고채 지수 (총수익)","16182.81","51.07","0.32"
"114460","ACE 국고채3년","101935","10","0.01","101992.48","101985","102015","101935","1778","181272690","12232200000","0","120000","KTB INDEX(시장가격)","10299.83","7.11","0.07"
"494340","ACE 글로벌AI맞춤형반도체","12720","-470","-3.56","12764.01","13095","13095","12705","6020","76694464","9540000000","0","750000","Solactive AI Custom Semiconductor Index(PR)","6085.80","89.51","1.49"
"446770","ACE 글로벌반도체TOP4 Plus","58165","-465","-0.79","57767.21","58625","58625","57945","336426","19585015587","982988500000","0","16900000","Solactive Global Semiconductor TOP4 Plus Price Return Index","10299.32","-148.42","-1.42"
"435040","ACE 글로벌브랜드TOP10","19300","-215","-1.10","19347.29","19390","19410","19225","407","7864107","12545000000","0","650000","Bloomberg Global Select Industry Leaders TOP10 Index(PR)","4758.76","-30.42","-0.64"
"497510","ACE 글로벌빅파마","13050","140","1.08","13094.74","12915","13055","12915","2039","26557154","9135000000","0","700000","Solactive Global Big Pharma Index (Price Return)","2230.50","16.71","0.75"
"460960","ACE 글로벌인컴TOP10","11815","0","0.00","11729.96","11735","11815","11720","155361","1828507077","84477250000","0","7150000","Solactive Global Superior Income TOP 10 Price Return Index","810.85","2.62","0.32"
"414270","ACE 글로벌자율주행액티브","12935","-155","-1.18","12964.38","13070","13070","12880","263725","3420091954","38805000000","0","3000000","FactSet US-China Electric&Autonomous Vehicle Price Return Index","333.86","0.50","0.15"
"440640","ACE 단기채권알파액티브","110790","15","0.01","110786.87","110760","110790","110760","2195","243176080","65366100000","0","590000","KIS 단기채권알파AA-이상 총수익지수","122.15","0.07","0.06"
"190620","ACE 단기통안채","100660","20","0.02","100666.44","100655","100670","100655","9486","954915865","242489940000","0","2409000","KIS MSB 단기지수(총수익)","13014.86","5.53","0.04"
"494330","ACE 라이프자산주주가치액티브","21485","120","0.56","21430.87","21475","21790","21400","77338","1668874695","71974750000","0","3350000","FnGuide 기업가치 지수(시장가격)","3108.73","24.21","0.78"
"265690","ACE 러시아MSCI(합성)","8535","0","0.00","48.05","0","0","0","0","0","15789750000","0","1850000","MSCI Russia 25% Capped Price Return Index",,,
"152500","ACE 레버리지","34280","-75","-0.22","34192.79","34320","35315","33830","129704","4478544669","41136000000","0","1200000","코스피 200","814.59","-1.69","-0.21"
"0153P0","ACE 리츠부동산인프라액티브","10425","-10","-0.10","10463.98","10445","10485","10405","417298","4366795933","11988750000","0","1150000","FnGuide 맥쿼리인프라 배당 리츠 지수 (시장가격)","909.18","0.45","0.05"
"483330","ACE 마이크로소프트밸류체인액티브","11635","-235","-1.98","11514.67","11695","11700","11630","36295","423160376","14543750000","0","1250000","KEDI 글로벌생성형AI 지수","3505.95","0.00","0.00"
"487340","ACE 머니마켓액티브","103955","10","0.01","103958.38","103960","103975","103950","111205","11560308093","523517380000","0","5036000","MK-KAP 머니마켓 총수익지수","119.34","0.05","0.04"
"0085P0","ACE 미국10년국채액티브","10685","95","0.90","10688.36","10670","10690","10650","188094","2007376304","97233500000","0","9100000","ICE U.S. Treasury 7-10 Year Bond Index (Total Return)","116.18","0.42","0.36"
"0085N0","ACE 미국10년국채액티브(H)","10180","30","0.30","10189.02","10190","10200","10180","34214","348650866","118088000000","0","11600000","ICE U.S. Treasury 7-10 Year Bond Index (Total Return)","116.18","0.42","0.36"
"452250","ACE 미국30년국채선물레버리지(합성 H)","5530","115","2.12","5562.39","5470","5565","5470","108402","601187433","68295500000","0","12350000","S&P Ultra T-Bond Futures Index(ER)","112.95","0.50","0.44"
"476760","ACE 미국30년국채액티브","10090","150","1.51","10104.29","10085","10095","10055","468778","4723436390","314808000000","0","31200000","Bloomberg U.S Treasury 20+ Year Total Return Index","608.59","2.84","0.47"
"453850","ACE 미국30년국채액티브(H)","7750","75","0.98","7778.23","7765","7775","7745","3646545","28286120325","2010350000000","0","259400000","Bloomberg U.S Treasury 20+ Year Total Return Index","608.59","2.84","0.47"
"476750","ACE 미국30년국채엔화노출액티브(H)","8855","155","1.78","8875.21","8880","8885","8835","377818","3347614535","102718000000","0","11600000","Bloomberg U.S. Treasury 20+ Year Total Return Index T1530 JPY Currency Hedged","113.32","1.48","1.32"
"480030","ACE 미국500데일리타겟커버드콜(합성)","10300","-215","-2.04","10351.98","10400","10435","10300","212519","2195974902","150380000000","0","14600000","Bloomberg US 500 Large Cap Premium Decrement 15% Distribution Index","1087.88","2.44","0.22"
"0118Z0","ACE 미국AI테크핵심산업액티브","7695","-270","-3.39","7664.16","7795","7795","7630","386607","2976959183","119657250000","0","15550000","Akros U.S. AI Innovator Price Return Index","16688.67","0.00","0.00"
"280320","ACE 미국IT인터넷(합성 H)","17775","-770","-4.15","17828.55","18545","18545","17770","208","3700497","14220000000","0","800000","다우존스 인터넷 종합지수","1084.00","9.46","0.88"
"360200","ACE 미국S&P500","24690","-445","-1.77","24761.44","24725","24785","24665","985003","24349172180","3246735000000","0","131500000","S&P 500","6836.17","3.41","0.05"
"438080","ACE 미국S&P500미국채혼합50액티브","13745","-75","-0.54","13731.49","13770","13770","13695","612135","8409142019","898923000000","0","65400000","S&P 500 and Short-Term Treasury 50/50 Blend Index","275.64","0.12","0.04"
"0155M0","ACE 미국SMR원자력TOP10","8790","-330","-3.62","8705.43","8955","8955","8660","458708","4020691342","26809500000","0","3050000","Solactive US SMR Nuclear TOP 10 Index (Price Return)","5479.57","90.23","1.67"
"309230","ACE 미국WideMoat동일가중","30570","-455","-1.47","30686.68","31020","31020","30520","17732","542685113","140622000000","0","4600000","MorningStar Wide Moat Focus Index","16167.95","162.40","1.01"
"367380","ACE 미국나스닥100","27095","-610","-2.20","27188.79","27150","27390","27075","1273174","34572044376","2595701000000","0","95800000","NASDAQ 100","24732.73","45.12","0.18"
"438100","ACE 미국나스닥100미국채혼합50액티브","14380","-145","-1.00","14403.33","14455","14455","14365","517831","7452690450","602522000000","0","41900000","NASDAQ-100 US T-Bills 50/50 Index","1899.53","0.00","0.00"
"456880","ACE 미국달러SOFR금리(합성)","12445","40","0.32","12461.59","12410","12460","12405","81684","1015449511","353935800000","0","28440000","Solactive SOFR Daily Total Return Index","1231.96","0.12","0.01"
"440650","ACE 미국달러단기채권액티브","11955","35","0.29","11939.37","11910","11955","11905","78137","932391700","44233500000","0","3700000","Bloomberg Short-Term Treasury Total Return Index","150.43","0.03","0.02"
"0127M0","ACE 미국대형가치주액티브","10920","-160","-1.44","10939.02","11180","11180","10855","51516","562804940","129948000000","0","11900000","CRSP US Large Cap Value Index(PR)","3511.41","26.38","0.76"
"0127P0","ACE 미국대형성장주액티브","9475","-230","-2.37","9479.39","9700","9700","9470","14169","134572188","586502500000","0","61900000","CRSP US Large Cap Growth Index(PR)","6246.71","-30.05","-0.48"
"480040","ACE 미국반도체데일리타겟커버드콜(합성)","13955","-260","-1.83","13865.02","14030","14135","13930","107370","1502955465","106058000000","0","7600000","Bloomberg US Listed Semiconductor Premium Decrement 15% Distribution Index","1821.84","17.11","0.95"
"402970","ACE 미국배당다우존스","14580","-240","-1.62","14607.44","14650","14660","14580","461088","6744578059","743580000000","0","51000000","Dow Jones U.S. Dividend 100 Price Return Index","6682.98","52.78","0.80"
"0046Y0","ACE 미국배당퀄리티","12335","-165","-1.32","12311.55","12450","12450","12215","39976","493398368","49956750000","0","4050000","WisdomTree U.S. Quality Dividend Growth Index (Price Return)","785.13","0.98","0.13"
"0049M0","ACE 미국배당퀄리티+커버드콜액티브","11600","-20","-0.17","11526.70","11620","11680","11500","85671","992103904","81200000000","0","7000000","Bloomberg WisdomTree U.S. Quality Dividend & B500 Premium Decrement 50:50 Index","1275.35","2.21","0.17"
"0049K0","ACE 미국배당퀄리티채권혼합50","11120","-60","-0.54","11055.84","11235","11235","11005","21823","242453969","18904000000","0","1700000","Bloomberg WisdomTree U.S. Quality Dividend & Short Term KRW Bonds 50:50 TR Index","1965.19","-8.03","-0.41"
"181480","ACE 미국부동산리츠(합성 H)","82985","-355","-0.43","83275.31","83340","83340","82985","478","39778798","9958200000","0","120000","Dow Jones U.S. Real Estate Index","1880.96","0.00","0.00"
"480020","ACE 미국빅테크7+데일리타겟커버드콜(합성)","11670","-350","-2.91","11756.43","11845","11845","11610","180567","2115154963","178551000000","0","15300000","Bloomberg US Big Tech Top 7 Plus Premium Decrement 15% Distribution Index","1845.29","-19.91","-1.07"
"465580","ACE 미국빅테크TOP7 Plus","21170","-620","-2.85","21300.08","21260","21305","21160","1418374","30117373353","982288000000","0","46400000","Solactive US Big Tech Top 7 Plus Price Return Index","33099.91","-424.66","-1.27"
"465610","ACE 미국빅테크TOP7 Plus레버리지(합성)","34295","-2050","-5.64","34508.10","35880","35880","34240","60906","2100732041","109744000000","0","3200000","Solactive US Big Tech Top 7 Plus Price Return Index","33099.91","-424.66","-1.27"
"465620","ACE 미국빅테크TOP7 Plus인버스(합성)","7650","210","2.82","7636.06","7610","7685","7595","1914","14653685","1912500000","0","250000","Solactive US Big Tech Top 7 Plus Price Return Index","33099.91","-424.66","-1.27"
"473590","ACE 미국주식베스트셀러","19000","-545","-2.79","19111.53","19220","19220","19000","38523","734186826","62700000000","0","3300000","FnGuide 미국 주식 베스트셀러 지수(시장가격지수)","9600.66","0.00","0.00"
"0008E0","ACE 미국중심중소형제조업","13285","-355","-2.60","13358.57","13405","13405","13285","4010","53435261","15277750000","0","1150000","NYSE FactSet US Focus Manufacturing Index(Price Return)","359.81","5.17","1.46"
"391600","ACE 미국친환경그린테마","11615","-350","-2.93","11804.06","11965","11965","11525","1723","19971182","8711250000","0","750000","Indxx US Green Infrastructure Price return Index","3498.25","26.97","0.78"
"455660","ACE 미국하이일드액티브(H)","9775","-15","-0.15","9749.60","9770","9775","9760","70259","686636653","47897500000","0","4900000","Markit iBoxx USD Liquid High Yield Total Return Index","396.29","0.07","0.02"
"245710","ACE 베트남VN30(합성)","31315","20","0.06","31795.54","31270","31390","31175","45142","1410591808","322544500000","0","10300000","VN30 Index(PR)","2018.64","2.17","0.11"
"131890","ACE 삼성그룹동일가중","32740","-310","-0.94","32782.11","33060","33060","32625","1082","35667552","13096000000","0","400000","MKF SAMs EW 지수","32328.05","-323.49","-0.99"
"108450","ACE 삼성그룹섹터가중","30075","-185","-0.61","30100.38","30370","30450","29970","21643","652395602","84210000000","0","2800000","MKF SAMs SW","29655.55","-249.96","-0.84"
"316300","ACE 싱가포르리츠","14780","-230","-1.53","14675.10","14845","14855","14700","2787","41276430","7390000000","0","500000","Morningstar Singapore REIT Yield Focus Index(PR)","1301.89","-6.59","-0.50"
"277540","ACE 아시아TOP50","27140","-90","-0.33","27224.83","28005","28005","27100","3652","99795750","21712000000","0","800000","S&P ASIA50 Price Return Index","7786.35","-13.87","-0.18"
"483420","ACE 애플밸류체인액티브","16790","-510","-2.95","16807.86","16705","16930","16705","38424","646847107","23506000000","0","1400000","Bloomberg Top 30 Supply Chain Plus Apple Price Return Index","3901.24","-51.08","-1.29"
"483320","ACE 엔비디아밸류체인액티브","17360","-260","-1.48","17237.84","17220","17475","17200","151089","2620573911","204848000000","0","11800000","KEDI 글로벌AI반도체 지수","7996.78","0.00","0.00"
"448540","ACE 엔비디아채권혼합","25110","-140","-0.55","25175.30","25110","25240","25105","82933","2085165518","263655000000","0","10500000","Bloomberg Blended NVIDIA Equity and Korean Bond Index","9534.71","-36.93","-0.39"
"0099L0","ACE 우량회사채(AA-이상)액티브","99045","55","0.06","99099.18","99100","99100","99045","9875","978431681","134800245000","0","1361000","KIS 1~3년 우량크레딧(AA-이상) 총수익지수","117.51","0.08","0.07"
"433500","ACE 원자력TOP10","57905","-135","-0.23","57806.78","57550","59245","56980","221929","12926983432","220039000000","0","3800000","DeepSearch 원자력 TOP 10지수","5814.07","-38.16","-0.65"
"0102X0","ACE 유럽방산TOP10","10455","-50","-0.48","10468.95","10150","10505","10120","12685","132534310","10977750000","0","1050000","NYSE FactSet Europe Defense TOP10 Index (Price Return)","696.81","12.01","1.75"
"487920","ACE 인도시장대표BIG5그룹액티브","8790","-100","-1.12","8815.50","8885","8910","8765","3540","31309940","9669000000","0","1100000","Indxx India Big 5 Conglomerates Index (Price Return)","4680.17","-73.70","-1.55"
"487910","ACE 인도컨슈머파워액티브","9370","-15","-0.16","9411.15","9505","9505","9305","11378","106529644","12181000000","0","1300000","Indxx India Super Consumption Index (Price Return)","3459.41","-19.11","-0.55"
"145670","ACE 인버스","2220","-5","-0.22","2229.56","2245","2245","2205","149752","331299760","3552000000","0","1600000","코스피 200 선물지수","4011.56","-9.11","-0.23"
"497520","ACE 일라이릴리밸류체인","12450","-200","-1.58","12520.59","12650","12650","12405","4704","58651520","8715000000","0","700000","Solactive Eli Lilly Value Chain Index(PR)","3223.26","-49.04","-1.50"
"238720","ACE 일본Nikkei225(H)","40860","-690","-1.66","40854.78","40800","41145","40660","17299","708678210","32688000000","0","800000","Nikkei 225","56941.97","-697.87","-1.21"
"196030","ACE 일본TOPIX레버리지(H)","79650","-2930","-3.55","79609.73","81110","81695","79610","3462","278841395","39825000000","0","500000","TOPIX","3818.85","-63.31","-1.63"
"205720","ACE 일본TOPIX인버스(합성 H)","1609","28","1.77","1633.52","1609","1609","1589","75363","120750433","6436000000","0","4000000","TOPIX","3818.85","-63.31","-1.63"
"469160","ACE 일본반도체","22070","180","0.82","22244.91","21770","22700","21760","110168","2435221325","11035000000","0","500000","Bloomberg Japan Semiconductor Select Top 25 Index(Price Return)","6116.42","18.07","0.30"
"0021C0","ACE 장기자산배분액티브","12950","-250","-1.89","12868.03","13130","13130","12840","6886","89478835","12950000000","0","1000000","Bloomberg Multi Asset Target-date 2080 KRW Index","4035.34","-26.43","-0.65"
"356540","ACE 종합채권(AA-이상)액티브","104205","160","0.15","104235.01","104205","104325","104190","3470","361685480","1038923850000","0","9970000","KIS 종합채권 AA-이상 총수익 지수(Total return Index)","118.14","0.35","0.30"
"447430","ACE 주주환원가치주액티브","16925","115","0.68","16930.42","16810","16925","16650","47685","801911785","60930000000","0","3600000","FnGuide 올라운드 가치주 지수","1163.22","0.85","0.07"
"416090","ACE 중국과창판STAR50","11650","-165","-1.40","11922.94","11815","11970","11460","16238","191403696","15145000000","0","1300000","STAR 50 Index(Price Return)","1470.33","-10.67","-0.72"
"168580","ACE 중국본토CSI300","35105","-235","-0.66","35335.92","35340","35685","33655","2460","87094575","126378000000","0","3600000","CSI 300 Index","4660.41","-59.17","-1.25"
"219900","ACE 중국본토CSI300레버리지(합성)","4700","-70","-1.47","4724.22","4810","4810","4610","7961","37330100","7520000000","0","1600000","CSI 300 Index","4660.41","-59.17","-1.25"
"272910","ACE 중장기국공채액티브","106470","-5","0.00","106547.45","106525","106530","106470","13","1384460","65691990000","0","617000","KIS 종합채권국공채1-10Y지수","155.27","0.25","0.16"
"0087F0","ACE 차이나AI빅테크TOP2+액티브","11030","-25","-0.23","11103.99","10800","11120","10800","4713","51832605","13236000000","0","1200000","Solactive China AI Big Tech TOP2+ Index (Price Return)","1810.62","-11.93","-0.65"
"371870","ACE 차이나항셍테크","8225","-105","-1.26","8314.16","8165","8320","8155","40419","333365905","15627500000","0","1900000","Hang Seng TECH Index","5360.42","-48.56","-0.90"
"380340","ACE 코리아AI테크핵심산업","17435","-400","-2.24","17466.14","17715","17720","17435","6655","116899000","8717500000","0","500000","FnGuide 코리아AI테크핵심산업지수 (Price Return)","3488.74","-64.78","-1.82"
"496120","ACE 코리아밸류업","24530","80","0.33","24483.04","24555","24830","24360","2310","56907525","19624000000","0","800000","코리아 밸류업 지수","2458.82","-5.29","-0.21"
"354500","ACE 코스닥150","19105","-370","-1.90","19116.66","19255","19380","19020","838187","16043522145","225439000000","0","11800000","코스닥 150","1902.19","-44.31","-2.28"
"305050","ACE 코스피","57550","105","0.18","57498.68","57445","58265","57230","11856","685755947","31652500000","0","550000","코스피","5507.01","-15.26","-0.28"
"457480","ACE 테슬라밸류체인액티브","21030","-525","-2.44","21060.44","21005","21100","20930","1363601","28666905049","1243924500000","0","59150000","Bloomberg EV Supporters Plus Tesla Price Return Index","10743.18","-145.29","-1.33"
"469170","ACE 포스코그룹포커스","7295","-170","-2.28","7275.76","7340","7440","7240","875453","6408581207","112343000000","0","15400000","FnGuide 포스코그룹포커스 지수(시장가격)","3634.88","-123.84","-3.29"
"495710","BNK 26-06 특수채(AAA이상)액티브","51340","5","0.01","51332.98","51340","51340","51340","2","102680","108122040000","0","2106000","KAP 26-06 특수채 총수익 지수(AAA이상)","107.83","0.05","0.05"
"466810","BNK 2차전지양극재","7070","-190","-2.62","7053.12","7160","7170","7025","54285","385370355","9898000000","0","1400000","iSelect 2차전지양극재 지수","5484.59","-182.00","-3.21"
"457930","BNK 미래전략기술액티브","26245","45","0.17","26232.40","26470","26480","26085","617","16171280","9185750000","0","350000","iSelect 미래전략기술 지수 (PR)","5969.30","-51.42","-0.85"
"487750","BNK 온디바이스AI","19750","-190","-0.95","19835.01","19940","20200","19750","7764","154817445","55300000000","0","2800000","FnGuide 온디바이스AI 지수","5354.32","-48.57","-0.90"
"445690","BNK 주주가치액티브","28600","-70","-0.24","28516.03","28690","28785","28435","5343","153103310","25740000000","0","900000","FnGuide 주주가치 지수","3744.62","-10.74","-0.29"
"0120J0","BNK 카카오그룹포커스","11405","-200","-1.72","11372.59","11550","11555","11360","49744","568108818","12545500000","0","1100000","FnGuide 카카오그룹 포커스 지수","534.30","-13.81","-2.52"
"486240","DAISHIN343 AI반도체&인프라액티브","20305","85","0.42","20244.37","20220","20485","20150","12884","261018445","60915000000","0","3000000","FnGuide AI반도체&인프라 지수","7403.93","-81.75","-1.09"
"434960","DAISHIN343 K200","82560","-205","-0.25","82574.43","82655","83680","82245","1921","159487455","57792000000","0","700000","코스피 200","814.59","-1.69","-0.21"
"0098Z0","FOCUS 200","70040","115","0.16","69949.89","69925","70685","69760","2599","183601410","49028000000","0","700000","코스피 200","814.59","-1.69","-0.21"
"448570","FOCUS AI코리아액티브","26120","-115","-0.44","26241.52","26450","26565","26070","5476","144761317","49628000000","0","1900000","코스피","5507.01","-15.26","-0.28"
"285690","FOCUS ESG리더스","19650","-170","-0.86","19592.99","19715","19795","19515","941","18481880","11790000000","0","600000","KRX ESG Leaders 150","3008.11","-26.03","-0.86"
"0073X0","FOCUS 알리바바미국채커버드콜혼합","11270","-20","-0.18","11264.26","11290","11290","11200","967","10890740","10706500000","0","950000","KEDI 알리바바미국채커버드콜혼합지수(TR)","1228.65","-4.78","-0.39"
"293180","HANARO 200","82175","-55","-0.07","82115.48","82105","83360","81650","116276","9572494975","599877500000","0","7300000","코스피 200","814.59","-1.69","-0.21"
"407310","HANARO 200 TOP10","15365","285","1.89","15345.16","15355","15505","15240","21090","324638864","21511000000","0","1400000","코스피 200 Top 10 지수","2376.23","-14.27","-0.60"
"332930","HANARO 200TR","106865","-60","-0.06","106828.37","107050","108405","106340","9106","978548875","187013750000","0","1750000","코스피 200 TR","1072.14","-2.22","-0.21"
"304780","HANARO 200선물레버리지","94555","-25","-0.03","93993.80","94290","97140","93305","3939","373536160","94555000000","0","1000000","코스피 200 선물지수","4011.56","-9.11","-0.23"
"306520","HANARO 200선물인버스","4140","5","0.12","4140.49","4135","4160","4080","10590","43549480","1449000000","0","350000","코스피 200 선물지수","4011.56","-9.11","-0.23"
